level_0	index	SITEID	DESKTOP_MANUF	OTHER_DESKTOPS	LAPTOP_MANUF	OTHER_LAPTOPS	DESKTOP_VIRTUALIZATION_MANUF	WORKSTATION_MANUF	OTHER_WORKSTATIONS	SERVER_MANUF	SERVER_SERIES	OTHER_SERVERS	OS_MANUF	OS_MODEL	OTHER_OS	SERVER_VIRTUALIZATION_MANUF	NETWORK_PRINTER_MANUF	OTHER_NETWORK_PRINTERS	HIGHVOLUME_PRINTER_MANUF	COPIER_MANUF	UPS_MANUF	DAS_MANUF	NAS_MANUF	SAN_MANUF	TAPE_LIBRARY_MANUF	STORAGE_VIRTUALIZATION_MANUF	STORAGE_MGMT_SW_MANUF	PBX_MANUF	VOIP_MANUF	VOIP_HOSTING	UNIFIED_COMM_SERVICES_MANUF	LONG_DISTANCE_CARRIER	HANDSET_SMARTPHONE_MANUF	HANDSET_SMARTPHONE_OS	CELL_SERVICES_PROVIDER	PBX_MAINT_PROVIDER	MOBILITY_CONTRACT_EXPIRE	NETWORK_LINE_CARRIER	VIDEO_CONF_SERVICES_MANUF	ROUTER_MANUF	SWITCH_MANUF	VPN_MANUF	ISP_PROVIDER	NETWORK_SERVICES_PROVIDER	HOST_REMOTE	ETHERNET_TECH	VPN_CONTRACT_EXPIRE	ASSET_MGMT_SW_MANUF	ENTERPRISE_MGMT_SW_MANUF	IDACCESS_SW_MANUF	APPLICATION_SERVER_SW_MANUF	BUSINESS_INTEL_SW_MANUF	COLLABORATIVE_SW_MANUF	CRM_SW_MANUF	DOC_MGMT_SW_MANUF	APP_CONSOLIDATION_SW_MANUF	ERP_SW_MANUF	ACCOUNTING_SW_MANUF	HUMAN_RES_SW_MANUF	SUPPLY_CHAIN_SW_MANUF	WEB_PORTAL_SW_MANUF	DBMS_MANUF	DATAWAREHOUSE_SW_MANUF	SW_AS_A_SERVICE_ERP_MANUF	SW_AS_A_SERVICE_CRM_MANUF	SW_AS_A_SERVICE_STORAGE_MANUF	SW_AS_A_SERVICE_EMAIL_MANUF	SW_AS_A_SERVICE_OTHER_MANUF	EMAIL_MESSAGING_SW_MANUF	DEVELOPMENT_SW_TOOL	ANTIVIRUS_SW_MANUF	ECOMMERCE_TYPE
350677	350677	209058245																																																																						
350683	350683	209058251																																																																						
350684	350684	209058252																																																																						
350685	350685	209058253																																																																						
350687	350687	209058255																																																																						
350694	350694	209058262																																																																						
350697	350697	209058265																																																																						
350698	350698	209058266																																																																						
350701	350701	209058269																																																																						
350702	350702	209058270																																																																						
350703	350703	209058271																																																																						
350705	350705	209058273																																																																						
350711	350711	209058279																																																																						
350714	350714	209058282																																																											WordPress											
350715	350715	209058283																																																	APACHE										WordPress	Google										
350725	350725	209058293																																																																						
350731	350731	209058299																																																																						
350733	350733	209058301																																																																						
350734	350734	209058302											GeneralTech	Fortran	Yes	VMware																																IBM			APACHE	TableauSoft		Sugar-CRM			SAP	Trintech	Oracle		Microsoft	Microsoft			Salesforce			MICRO-STRAT	Salesforce	QNX SoftSys		
350736	350736	209058304																																																																						
350737	350737	209058305																																																																						
350740	350740	209058308																																																																						
350744	350744	209058312																																																																						
350747	350747	209058315											Microsoft	ASP.NET																										Cisco														Microsoft							Microsoft	Microsoft			Microsoft			ServiceNow		Microsoft		
350752	350752	209058320																																																																						
350762	350762	209058330																																																																						
350763	350763	209058331																																																																						
350768	350768	209058336																																																																						
350769	350769	209058337																																																																						
350779	350779	209058347																																																																						
350782	350782	209058350																																																																						
350791	350791	209058359																																																																						
350792	350792	209058360																																																																						
350793	350793	209058361																																																																						
350803	350803	209058371																																																																						
350806	350806	209058374																																																																						
350807	350807	209058375																																																	APACHE											Google						Microsoft		COMPILER		
350808	350808	209058376																																																																		Microsoft		COMPILER		
350810	350810	209058378																																																																						
350815	350815	209058383																																																																						
350819	350819	209058387																																																																						
350821	350821	209058389																																																																						
350823	350823	209058391																																																																						
350825	350825	209058393																																																																						
350837	350837	209058405																																																																						
350843	350843	209058411																																																	APACHE																					
350847	350847	209058415																																																																						
350848	350848	209058416																																																																						
350853	350853	209058421																																																																						
350856	350856	209058424																																																																						
350860	350860	209058428											Microsoft	ASP.NET																																																										
350864	350864	209058432																																																																						
350867	350867	209058435											Microsoft	ASP.NET																																																						Microsoft				
350872	350872	209058440																																																																						
350915	350915	209058483																																																																						
350921	350921	209058489																																																																						
350926	350926	209058494																																																																						
350934	350934	209058502																																																																						
350938	350938	209058506																																																																						
350942	350942	209058510											Microsoft	ASP.NET		Microsoft																																									Microsoft		Jobvite		Microsoft	Google								KenticoSoft		
350950	350950	209058518																																																																						
350962	350962	209058530																																																																						
350965	350965	209058533																																																																						
350968	350968	209058536																																																																						
350970	350970	209058538																																																																						
350974	350974	209058542																																																																						
350988	350988	209058557																																																																				COMPILER		
350990	350990	209058559																																																																						
350996	350996	209058565																																																																						
351010	351010	209058579																																																																						
351011	351011	209058580																																																																						
351013	351013	209058582																																																																						
351021	351021	209058590																																																																						
351031	351031	209058600																																																																						
351034	351034	209058603																																																																						
351035	351035	209058604																																																																						
351036	351036	209058605																																																																						
351045	351045	209058614																																																																						
351061	351061	209058630																																																																						
351063	351063	209058632																																																																						
351070	351070	209058639																																																																						
351077	351077	209058646																																																																						
351084	351084	209058653																																																																						
351090	351090	209058659																																																																						
351093	351093	209058662																																																																						
351100	351100	209058669																																																																						
351103	351103	209058672																																																																						
351106	351106	209058675																																																																						
351113	351113	209058682																																																																						
351114	351114	209058683																																																																						
351117	351117	209058686											Python	OS																																					APACHE	Microsoft										Microsoft						Salesforce		Atlassian		
351118	351118	209058687																																																																						
351119	351119	209058688																									F5-NETWORKS																																		WordPress							Microsoft				
351122	351122	209058691																																																																						
351123	351123	209058692																																																											WordPress							Microsoft				
351130	351130	209058699																																																																						
351132	351132	209058701																																																																						
351135	351135	209058704																																																	APACHE																			COMPILER		
351137	351137	209058706																																																																						
351138	351138	209058707																																																																						
351141	351141	209058710																																																																						
351145	351145	209058714																																																												Google								RubyonRails		
351148	351148	209058717																																																																						
351149	351149	209058718																																																																						
351152	351152	209058721																																																																						
351153	351153	209058722																																																																						
351154	351154	209058723																																																																						
351155	351155	209058724																																																																						
351156	351156	209058725																																																																						
351159	351159	209058728																																																																						
351162	351162	209058731																																																											WordPress							Microsoft				
351163	351163	209058732																																																																						
351165	351165	209058734																																																																						
351166	351166	209058735																																																																						
351171	351171	209058740																																																																						
351179	351179	209058748																																																																						
351185	351185	209058754																																																																						
351192	351192	209058761																																																	APACHE										WordPress											
351195	351195	209058764																																																																						
351196	351196	209058765																																																																						
351198	351198	209058767																																																																						
351199	351199	209058768																																																											WordPress											
351208	351208	209058777																																																																						
351223	351223	209058792																																																																						
351229	351229	209058798																																																																						
351231	351231	209058800																																																	APACHE											Google										
351233	351233	209058802																																																																						
351240	351240	209058809																																																																						
351251	351251	209058820																																																																						
351254	351254	209058823																																																																						
351255	351255	209058825																																																																						
351257	351257	209058827																																																																						
351263	351263	209058833																																																											WordPress	Google						Microsoft				
351264	351264	209058834																																																																						
351266	351266	209058836																																																																						
351268	351268	209058838																																																																						
351270	351270	209058840																																																	APACHE																			COMPILER		
351271	351271	209058841																																																																						
351273	351273	209058843																																																																						
351294	351294	209058864																																																																						
351298	351298	209058868																																																																						
351300	351300	209058870																																																																						
351301	351301	209058871																																																																						
351304	351304	209058874																																																																						
351305	351305	209058875																																																																						
351308	351308	209058878																																																																						
351315	351315	209058885																																																																						
351316	351316	209058886																																																																						
351318	351318	209058888																																																																						
351319	351319	209058889																																																																						
351323	351323	209058893																																																	APACHE																					
351324	351324	209058894																																																																						
351327	351327	209058897																																																																						
351330	351330	209058900																																																																						
351333	351333	209058903																																																	APACHE																	Microsoft		COMPILER		
351337	351337	209058907																																																																						
351345	351345	209058915																																																																						
351349	351349	209058919																																																																						
351352	351352	209058922																																																																						
351353	351353	209058923																																																																						
351358	351358	209058928																																																	APACHE										WordPress	Google										
351361	351361	209058931																																																																						
351363	351363	209058933																																																																						
351367	351367	209058937																																																																						
351372	351372	209058942																																																																						
351380	351380	209058950																																																																						
351388	351388	209058958																																																																						
351390	351390	209058960																																																																						
351392	351392	209058962																																																																						
351398	351398	209058968																																																																						
351401	351401	209058971																																																																						
351402	351402	209058972																																																																						
351403	351403	209058973																																																																						
351404	351404	209058974																																																																						
351407	351407	209058977																																																																						
351412	351412	209058982																																																																						
351413	351413	209058983																																																																						
351416	351416	209058986																																																																						
351420	351420	209058990																																																																						
351424	351424	209058994																																																																						
351426	351426	209058996																																																																						
351446	351446	209059016																																																																						
351461	351461	209059031																																																																						
351462	351462	209059032																																																																						
351471	351471	209059041																																																																						
351476	351476	209059046																																																																						
351480	351480	209059050																																																																						
351481	351481	209059051																																																	APACHE																			COMPILER		
351483	351483	209059053																																																																						
351487	351487	209059057																																																																						
351493	351493	209059063																																																																						
351495	351495	209059065											Microsoft	ASP.NET		Adobe																																																								
351496	351496	209059066																																																	APACHE										WordPress											
351500	351500	209059070																																																																						
351514	351514	209059084																																																																						
351515	351515	209059085																																																																						
351516	351516	209059086																																																																						
351518	351518	209059088																																																																						
351519	351519	209059089																																																																						
351521	351521	209059091																																																																						
351524	351524	209059094																																																																						
351530	351530	209059100																																																																						
351534	351534	209059104																																																																						
351535	351535	209059105																																																																						
351546	351546	209059116																																																																						
351563	351563	209059133																																																																						
351569	351569	209059140																																																																						
351572	351572	209059143																																																																						
351575	351575	209059146																																																																						
351577	351577	209059148																																																																						
351580	351580	209059151																																																																						
351585	351585	209059156																																																																						
351592	351592	209059163																																																																						
351597	351597	209059168																																																																						
351598	351598	209059169																																																																						
351599	351599	209059170																																																																						
351602	351602	209059173																																																																						
351618	351618	209059189																																																																						
351622	351622	209059193																																																																						
351630	351630	209059201																																																																						
351636	351636	209059207																																																																						
351637	351637	209059208																																																																						
351644	351644	209059215																																																																						
351650	351650	209059221																																																																						
351652	351652	209059223																																																																						
351654	351654	209059225																																																																						
351662	351662	209059233																																																																						
351665	351665	209059236																																																																						
351674	351674	209059245																																																																						
351675	351675	209059246																																																																						
351676	351676	209059247																									F5-NETWORKS																																		WordPress							Microsoft				
351682	351682	209059253																									F5-NETWORKS																																		WordPress							Microsoft				
351687	351687	209059258																																																																						
351689	351689	209059260																																																																						
351690	351690	209059261																																																																						
351691	351691	209059262																																																																						
351701	351701	209059272																																																																						
351705	351705	209059276																																																																						
351706	351706	209059277																																																																						
351708	351708	209059279																																																	APACHE																			COMPILER	OpenSSL	
351715	351715	209059286																																																																						
351721	351721	209059292																																																																						
351722	351722	209059293																																																																						
351725	351725	209059296																																																																						
351726	351726	209059297																																																	APACHE										WordPress											
351730	351730	209059806																																																	APACHE										WordPress									COMPILER		
351733	351733	209061311																																																																						
351738	351738	209063002																																																																						
351749	351749	209065976																																																																						
351755	351755	209066935																																																																						
351759	351759	209067867																																																																						
351767	351767	209068534																																																																						
351769	351769	209068776																																																																						
351771	351771	209069003																																																																						
351772	351772	209069049																																																																						
351775	351775	209069430																																																																						
351779	351779	209069895																																																																						
351780	351780	209069907																																																																						
351781	351781	209069914																																																																						
351782	351782	209069924																																																																						
351784	351784	209069930																																																																						
351786	351786	209070110																																																																						
351794	351794	209070334																																																																						
351795	351795	209070503																																																																						
351796	351796	209070523																																																																						
351805	351805	209071813																																																																						
351808	351808	209071934																																																																						
351827	351827	209072635																																																																						
351828	351828	209072694																																																																						
351829	351829	209072712																																																																						
351832	351832	209072824																																																																						
351837	351837	209072895																																																																						
351850	351850	209073376											Python	OS	Yes																																												Oracle											CrazyEgg	Proofpoint	
351851	351851	209073377																																																																						
351852	351852	209073388																																																																						
351853	351853	209073390																																																																						
351856	351856	209073404																																																																						
351862	351862	209073416											OpenGroup	Unix																																					APACHE	Oracle																			OpenSSL	
351866	351866	209073420											OpenGroup	Unix																																					APACHE	Oracle																			OpenSSL	
351867	351867	209073440																																																																						
351868	351868	209073507																																																																						
351872	351872	209073575																																																																						
351873	351873	209073579																																																																						
351876	351876	209073640																																																																						
351878	351878	209073748																																																																						
351880	351880	209073767																																																																						
351888	351888	209073858																																																																						
351891	351891	209073880																																																																						
351905	351905	209074813																																																																						
351914	351914	209076862																																																																						
351917	351917	209076895																																																																						
351919	351919	209076897																																																																						
351922	351922	209076900																																																																						
351923	351923	209077496																																																																						
351924	351924	209077627														VMware											COMMVAULT																																		Microsoft							Microsoft				
351927	351927	209078225																																																																						
351934	351934	209078731																																																																						
351936	351936	209078873																																																																						
351937	351937	209078981																																																																						
351942	351942	209079316																																																																						
351949	351949	209081486																																																																						
351952	351952	209082150																																																																						
351958	351958	209082901																																																																						
351970	351970	209084316																																																																						
351972	351972	209084872																																																																						
351982	351982	209085533																																																																						
351985	351985	209086232																																																																						
351995	351995	209089182																																																																						
351997	351997	209089840																																																																						
352000	352000	209090235																																																																						
352022	352022	209092231																																																																						
352024	352024	209092548																																																																						
352025	352025	209092693																																																																						
352027	352027	209094451																																																																						
352032	352032	209095451											Microsoft	ASP.NET																																															WordPress									CrazyEgg		
352036	352036	209097465																																																																						
352040	352040	209100752																																																																						
352048	352048	209102293																																																																						
352049	352049	209102295																																																																						
352054	352054	209102745																																																																						
352059	352059	209102862																																																																						
352062	352062	209102865																																																																						
352063	352063	209102867																																																																						
352064	352064	209102891																																																																						
352065	352065	209103016																																																																						
352066	352066	209103050																																																																						
352067	352067	209103234																																																																						
352069	352069	209103290																																																																						
352072	352072	209104058																																																																						
352085	352085	209105856											Microsoft	ASP.NET																																									Amazon							Tealium						Kaltura				
352087	352087	209106125																																																																						
352088	352088	209106224														Adobe																																																								
352094	352094	209107291																																																																						
352096	352096	209107982																																																																						
352097	352097	209108733																																																																						
352098	352098	209108792																																																																						
352104	352104	209109921																																																	APACHE											Google								CrazyEgg		
352112	352112	209110822																																																																						
352113	352113	209110918																																																																						
352119	352119	209112419																																																																						
352125	352125	209113777																																																																						
352130	352130	209114274																																																																						
352132	352132	209114687																																																																						
352133	352133	209114896																																																											WordPress											
352135	352135	209115131																																																																						
352149	352149	209116234																																																																						
352154	352154	209116259																																																																						
352155	352155	209116300																																																																						
352160	352160	209117052																																																																						
352166	352166	209119018																																																																						
352167	352167	209119059											Python	OS																																					APACHE						Microsoft											Microsoft		COMPILER		
352170	352170	209119522																																																																						
352171	352171	209119571																																																																						
352183	352183	209120908																																																	APACHE										WordPress											
352185	352185	209121103																																																																						
352186	352186	209121229																																																																						
352188	352188	209121765																																																											WordPress	Google										
352189	352189	209121985																																																																						
352194	352194	209122818																																																																						
352195	352195	209122819																																																																						
352200	352200	209122831																																																																						
352203	352203	209122859																																																																						
352210	352210	209123803																																																																						
352213	352213	209124133																																																																						
352216	352216	209124324																																																																						
352218	352218	209124496																																																																						
352222	352222	209124887																																																																						
352224	352224	209125145																																																																						
352226	352226	209125928																																																																						
352227	352227	209125968																																																																						
352229	352229	209125978																																																																						
352231	352231	209126378																																																																						
352251	352251	209130105																																																																						
352252	352252	209130582																																																												Google						Microsoft				
352258	352258	209131713											Jetbrains	IntelliJ	Yes	Citrix											COMMVAULT													Cisco	Cisco										APACHE	SnapLogic	Mulesoft		BOX.NET		Microsoft	INTUIT	LINKEDIN	Zycus	Microsoft	Microsoft						IBM	Samba	Docker	EMC	
352264	352264	209131719											RED-HAT	ENTLinuxSrvr	Yes	Citrix											COMMVAULT													Cisco	Cisco										APACHE	TableauSoft	IBM		BOX.NET		Microsoft	INTUIT	LINKEDIN	Zycus	Microsoft	Microsoft						IBM	Samba	Jenkins	EMC	
352265	352265	209131720											Apache-Soft	Tomcat	Yes	Citrix											COMMVAULT													Cisco	Cisco										APACHE	TableauSoft	Mulesoft		BOX.NET		Microsoft	INTUIT	LINKEDIN	Zycus	Microsoft	Oracle						IBM	Samba	COMPILER	Microsoft	
352268	352268	209131723											Jetbrains	IntelliJ	Yes	Citrix											COMMVAULT													Cisco	Cisco										APACHE	TableauSoft	Mulesoft		BOX.NET		Microsoft	INTUIT	LINKEDIN	Zycus	Microsoft	Microsoft						IBM	Samba	VMware	EMC	
352271	352271	209131726											Python	OS	Yes	Citrix											COMMVAULT													Cisco	Cisco										APACHE	SnapLogic	Mulesoft		BOX.NET		Microsoft	INTUIT	LINKEDIN	Zycus	Microsoft	Hortonworks						Atlassian	Samba	Docker	EMC	
352272	352272	209131727											OpenGroup	Unix	Yes	Citrix											COMMVAULT													Cisco	Cisco										APACHE	SnapLogic	IBM		BOX.NET		Microsoft	INTUIT	LINKEDIN	Zycus	Microsoft	Hortonworks						IBM	Samba	VMware	EMC	
352279	352279	209134297																																																																						
352284	352284	209134634																																																																						
352291	352291	209134893																																																																						
352293	352293	209135051																																																																						
352297	352297	209135916																																																																						
352302	352302	209136249																																																																						
352303	352303	209136656																																																																						
352308	352308	209137738																																																																						
352310	352310	209137968																																																																						
352311	352311	209138010																																																																						
352319	352319	209140100																																																																						
352332	352332	209143340																																																																						
352333	352333	209143368																																																																						
352336	352336	209144720																																																																						
352338	352338	209145289											Microsoft	ASP.NET																																						Microsoft							CERIDIAN		Microsoft	Google						Microsoft		Axure		
352339	352339	209145410																																																	APACHE																					
352350	352350	209146573																																																																						
352351	352351	209146574																																																																						
352357	352357	209146955																																																																						
352358	352358	209146959																																																																						
352360	352360	209146964																																																																						
352361	352361	209146967																																																																						
352364	352364	209147219																																																																						
352365	352365	209147220																																																																						
352366	352366	209147231																																																																						
352367	352367	209147276																																																																						
352370	352370	209147807																																																																						
352372	352372	209148047																																																																						
352373	352373	209148053																																																																						
352388	352388	209148836																																																																						
352390	352390	209148982																																																																						
352393	352393	209149267																																																																						
352404	352404	209150131																																																																						
352407	352407	209151099																																																																						
352408	352408	209151567																																																																						
352409	352409	209151966																																																																						
352411	352411	209152242																																																																						
352413	352413	209152361																																																																						
352438	352438	209153237																																																																						
352446	352446	209155012																																																																						
352448	352448	209155705																																																																						
352450	352450	209156676																																																	APACHE																					
352451	352451	209156820																																																																						
352454	352454	209157165																																																																						
352460	352460	209158370																																																																						
352462	352462	209158812																																																																						
352468	352468	209160693											Microsoft	WINDOWS7																																																										
352472	352472	209162093																																																																						
352474	352474	209162328																																																																						
352476	352476	209162913																																																																						
352483	352483	209163054																																																																						
352484	352484	209163055																																																																						
352500	352500	209165849																																																																						
352501	352501	209165881																																																																						
352503	352503	209165890																																																																						
352508	352508	209167139																																																																						
352519	352519	209168622																																																																						
352521	352521	209168881																																																																						
352525	352525	209169143																																																																						
352527	352527	209169448																																																	APACHE								SmrtRecrtrs		WordPress	Google						SmrtRecrtrs				
352531	352531	209170675																																																																						
352533	352533	209170999																																																	APACHE																				OpenSSL	
352534	352534	209171000																																																																						
352535	352535	209171033																																																																						
352540	352540	209171802																																																																						
352543	352543	209172550																																																																						
352544	352544	209172551																																																																						
352547	352547	209172641											Oracle	Java	Yes												F5-NETWORKS																									Oracle	GitHub	Salesforce	Microsoft		IBM	INTUIT	ADP			MongoDB			Salesforce			IBM	OpenSource	VMware	Microsoft	
352553	352553	209173126																																																																						
352556	352556	209173322																																																																						
352557	352557	209173323																																																																						
352561	352561	209174339																																																																						
352563	352563	209174760																																																																						
352565	352565	209174941																																																																						
352568	352568	209175869																																																					Amazon						WordPress											
