level_0	index	SITEID	IT_BUDGET	HARDWARE_BUDGET	PC_BUDGET	SERVER_BUDGET	TERMINAL_BUDGET	PRINTER_BUDGET	OTHER_HARDWARE_BUDGET	STORAGE_BUDGET	COMM_BUDGET	SOFTWARE_BUDGET	SERVICES_BUDGET
342801	342801	208036022	98802	4696	2738	697	457	457	914	346	3142	15885	50379
342803	342803	208036106	32931	1970	934	553	203	173	376	107	1156	5473	8658
342804	342804	208036112	32343	2808	1851	0	403	342	745	212	1648	7800	12340
342805	342805	208036120	102665	8913	6303	0	1067	1009	2076	534	5230	24761	39171
342816	342816	208036839	336862	20154	9555	5661	0	1767	0	1092	11826	55985	88567
342818	342818	208036859	148202	7044	4106	1046	686	686	1372	519	4713	23827	75568
342820	342820	208037018	23035	1307	509	447	136	112	248	104	1024	6159	5538
342821	342821	208037034	34159	1938	754	662	201	166	367	154	1518	9134	8212
342823	342823	208037165	1176098	70363	33359	19764	7261	6169	13430	3811	41290	195461	309216
342829	342829	208037306	411634	24627	11675	6917	2541	2159	4700	1334	14451	68411	108225
342830	342830	208037348	31340	2232	1548	108	252	252	504	72	2557	5776	12866
342831	342831	208037371	119894	5591	2670	1722	0	406	0	329	13817	14595	32956
342834	342834	208037472	40990	1706	1272	79	141	132	273	81	1237	6562	13643
342837	342837	208037560	228495	12210	3452	6459	0	599	0	824	9533	48712	53843
342838	342838	208037561	228495	12210	3452	6459	0	599	0	824	9533	48712	53843
342842	342842	208037678	51220	4455	3220	198	430	463	893	143	3992	16268	13922
342849	342849	208037989	35820	3110	2199	0	0	352	0	186	1825	8639	13667
342851	342851	208038035	168421	8423	6285	277	0	810	0	206	5466	18055	23469
342861	342861	208038485	478020	25544	7221	13512	0	1254	0	1724	19942	101908	112641
342871	342871	208039018	288144	17239	8173	4842	1779	1511	3290	934	10116	47888	75758
342875	342875	208039105	49293	4287	2407	150	0	715	0	188	3842	15656	13398
342877	342877	208039221	77607	3688	2150	548	359	359	718	272	2468	12477	39572
342881	342881	208039329	181174	10839	7359	433	1246	1178	2424	623	6361	30110	47634
342891	342891	208039944	31755	2757	1818	0	396	336	732	208	1618	7659	12116
342898	342898	208040948	36235	2168	1472	87	249	236	485	125	1272	6022	9527
342901	342901	208041193	43367	3772	2314	124	537	508	1045	289	3380	13774	11788
342913	342913	208041717	125723	6288	4692	207	631	604	1235	154	4080	13477	17519
342916	342916	208041825	55032	2738	1715	96	394	375	769	159	1392	5888	23712
342918	342918	208041887	49401	4297	2918	235	485	465	950	195	3850	15690	13428
342927	342927	208042267	3155278	168608	105854	23180	15689	14278	29967	9607	131634	672667	743514
342935	342935	208042561	66430	3974	2698	159	457	432	889	228	2332	11040	17466
342936	342936	208042563	1464937	87644	59500	3504	0	9527	0	5037	51430	243464	385156
342951	342951	208042976	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
342952	342952	208042983	252632	12634	9428	415	0	1214	0	309	8199	27082	35203
342953	342953	208042996	357895	17899	13356	589	0	1720	0	438	11616	38366	49871
342959	342959	208043159	251446	12575	9384	414	1262	1209	2471	307	8161	26955	35038
342961	342961	208043207	30196	2622	1854	0	314	297	611	157	1538	7283	11521
342963	342963	208043239	336862	20154	9555	5661	0	1767	0	1092	11826	55985	88567
342968	342968	208043406	43347	2157	1315	72	329	318	647	123	1096	4638	18677
342969	342969	208043427	94817	7484	4492	0	0	780	0	1073	5843	29858	33003
342970	342970	208043435	26502	2305	1525	92	298	287	585	103	2066	8417	7203
342973	342973	208043493	28324	2725	1964	0	0	291	0	157	2442	9952	8517
342974	342974	208043524	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
342976	342976	208043593	84548	5058	3434	202	581	550	1131	291	2968	14051	22229
342977	342977	208043613	117610	7036	3336	1976	726	617	1343	381	4129	19546	30922
342979	342979	208043728	51505	2480	1730	195	0	214	0	107	704	15649	8951
342980	342980	208043740	28226	2451	1616	0	352	299	651	185	1438	6808	10769
342985	342985	208044190	14899	891	596	43	110	103	213	39	523	2476	3917
342990	342990	208044581	40470	2421	1644	97	278	263	541	139	1421	6726	10640
342991	342991	208044584	26197	1486	578	508	154	128	282	118	1164	7005	6298
342992	342992	208044609	35475	2526	1895	108	235	217	452	72	2895	6539	14564
342993	342993	208044657	119868	5771	4026	453	546	497	1043	249	1638	36420	20833
343000	343000	208045039	24360	1724	1305	0	177	161	338	81	489	10878	6223
343004	343004	208045238	86720	5188	3522	207	596	564	1160	298	3045	14412	22800
343005	343005	208045274	32089	1920	1284	92	238	221	459	85	1127	5333	8437
343006	343006	208045308	267352	15995	7583	4493	1651	1402	3053	866	9386	44432	70291
343012	343012	208045368	94088	5629	2669	1581	581	494	1075	305	3303	15637	24737
343019	343019	208045642	46603	3679	2208	0	0	383	0	527	2872	14676	16221
343020	343020	208045686	100509	8742	5317	344	1342	1273	2615	465	7834	31923	27319
343030	343030	208046215	21290	1032	692	39	123	120	243	58	780	1293	11846
343035	343035	208046383	35871	3114	2053	0	447	380	827	235	1828	8651	13686
343046	343046	208046698	1077958	64492	30575	18114	0	5654	0	3493	37844	179150	283413
343047	343047	208046786	163056	9755	6623	390	1121	1060	2181	561	5724	27099	42870
343049	343049	208046910	182295	10906	5171	3063	1125	956	2081	591	6400	30296	47928
343066	343066	208047417	252861	15128	7172	4249	1561	1326	2887	819	8877	42024	66481
343068	343068	208047582	81912	4901	692	3147	355	218	573	488	2876	13613	21536
343070	343070	208047664	46251	2767	1879	111	318	301	619	159	1624	7687	12160
343071	343071	208047768	35820	3110	2199	0	0	352	0	186	1825	8639	13667
343072	343072	208047817	189036	8815	4209	2715	732	641	1373	519	21785	23012	51961
343073	343073	208047822	911907	54557	37038	2181	6271	5931	12202	3136	32015	151554	239756
343075	343075	208047894	151476	9062	4296	2545	935	795	1730	491	5318	25175	39826
343076	343076	208047896	43516	2603	1234	731	269	228	497	141	1528	7232	11441
343082	343082	208048216	690432	32814	19130	4873	3196	3196	6392	2418	21955	111005	352049
343083	343083	208048253	52611	2631	1614	86	375	354	729	202	1708	5640	7331
343085	343085	208048344	44692	2674	1268	751	276	234	510	145	1569	7428	11750
343100	343100	208049058	31925	2143	1165	73	414	381	795	110	974	4234	15516
343105	343105	208049287	22632	1969	1105	69	380	328	708	86	1764	7188	6152
343113	343113	208049565	119468	7148	3389	2008	0	627	0	387	4194	19855	31410
343118	343118	208050051	69601	3351	2338	263	317	289	606	144	951	21147	12097
343122	343122	208050234	30414	1475	988	56	176	172	348	83	1114	1847	16923
343136	343136	208051526	76513	4578	3108	183	0	498	0	263	2686	12716	20117
343142	343142	208051896	88207	5277	2502	1482	545	463	1008	286	3097	14660	23191
343146	343146	208052130	29254	1750	247	1124	127	78	205	174	1027	4862	7691
343150	343150	208052262	103206	8977	6096	491	1012	971	1983	407	8044	32780	28052
343151	343151	208052267	49293	2453	1536	86	353	336	689	143	1247	5274	21240
343152	343152	208052326	28970	1644	640	562	171	141	312	131	1288	7746	6965
343155	343155	208052452	21265	1679	1222	0	181	165	346	111	1310	6697	7402
343158	343158	208052708	186318	7752	5783	357	643	601	1244	369	5624	29825	62013
343174	343174	208053572	81993	4101	3060	135	411	394	805	100	2661	8790	11425
343176	343176	208053672	24758	1409	965	0	161	161	322	122	943	4766	15116
343177	343177	208053674	36149	3144	1765	110	0	524	0	138	2817	11481	9826
343187	343187	208054302	28564	2484	1669	101	317	308	625	89	2226	9072	7764
343191	343191	208054341	24385	2121	1313	73	340	294	634	101	1901	7745	6628
343193	343193	208054499	56295	3368	1597	946	348	295	643	182	1976	9356	14801
343196	343196	208054935	51603	4965	3567	0	592	568	1160	238	4449	18131	15516
343198	343198	208054983	38223	2287	1084	642	236	200	436	124	1342	6352	10050
343202	343202	208055182	189791	11067	7690	563	1313	1125	2438	375	5849	36268	64758
343219	343219	208056142	89170	7756	5353	326	853	795	1648	429	6950	28321	24237
343240	343240	208057284	88207	5277	2502	1482	0	463	0	286	3097	14660	23191
343247	343247	208057834	47468	4129	2298	259	726	674	1400	173	3700	15077	12902
343250	343250	208057946	24207	2102	1386	0	302	256	558	158	1233	5838	9236
343254	343254	208058065	82279	7156	3982	449	1258	1168	2426	299	6413	26133	22364
343257	343257	208058148	94817	7484	4492	0	0	780	0	1073	5843	29858	33003
343268	343268	208058918	538979	32246	15287	9057	0	2827	0	1747	18922	89575	141706
343279	343279	208059365	28226	2451	1616	0	352	299	651	185	1438	6808	10769
343280	343280	208059451	71544	3560	2229	125	512	487	999	207	1810	7655	30827
343282	343282	208059574	48443	2016	1504	93	167	156	323	96	1462	7755	16123
343288	343288	208059679	26327	2286	902	0	0	285	0	637	1341	6349	10045
343298	343298	208060315	194056	11610	5504	3261	1198	1018	2216	629	6813	32251	51021
343299	343299	208060414	186650	16234	11024	887	1831	1756	3587	736	14547	59282	50733
343303	343303	208060743	45548	3955	2797	0	474	448	922	237	2321	10985	17379
343306	343306	208060819	40347	3509	2135	138	0	511	0	187	3145	12815	10967
343310	343310	208061086	51603	4965	3567	0	592	568	1160	238	4449	18131	15516
343311	343311	208061108	223459	13369	6338	3755	1380	1172	2552	724	7845	37138	58751
343314	343314	208061186	103312	4974	3470	390	0	429	0	214	1412	31390	17956
343315	343315	208061338	217408	13007	8830	520	1495	1414	2909	748	7633	36132	57160
343316	343316	208061350	31057	1506	1009	57	180	176	356	85	1137	1886	17281
343317	343317	208061370	127315	7224	2811	2469	750	621	1371	574	5658	34043	30608
343323	343323	208061442	22369	1946	1397	84	209	197	406	60	1743	7105	6080
343325	343325	208061507	67876	6531	4691	0	779	747	1526	313	5852	23848	20409
343327	343327	208061524	59537445	3181485	1997367	437392	296029	269420	565449	181276	2483831	12692667	14029492
343328	343328	208061564	471052	40897	28921	0	4897	4631	9528	2449	23999	113607	179725
343335	343335	208061844	64685	3870	1835	1087	399	339	738	210	2271	10750	17007
343340	343340	208062122	38223	2287	1084	642	236	200	436	124	1342	6352	10050
343344	343344	208062231	24230	2107	1394	84	273	262	535	94	1888	7696	6586
343351	343351	208062622	194056	11610	5504	3261	1198	1018	2216	629	6813	32251	51021
343352	343352	208062669	717797	38357	10843	20289	2751	1883	4634	2589	29946	153026	169143
343354	343354	208062691	1221167	73060	49599	2921	8398	7942	16340	4199	42872	202951	321065
343362	343362	208062909	50102	2430	1628	92	0	283	0	136	1835	3042	27878
343378	343378	208063493	47044	2815	1334	791	290	247	537	152	1652	7818	12369
343380	343380	208063596	77817	5541	3843	268	0	626	0	179	6350	14343	31947
343385	343385	208063700	461747	24674	15113	5365	1591	1303	2894	1303	19264	98439	108807
343390	343390	208063749	361881	31476	21374	1720	3550	3404	6954	1427	28205	114938	98363
343413	343413	208064167	227018	17919	13043	0	1933	1759	3692	1184	13990	71489	79019
343415	343415	208064183	113357	5497	3683	208	656	641	1297	309	4152	6883	63075
343428	343428	208064297	1515158	131785	89491	7202	14864	14251	29115	5976	118090	481232	411834
343435	343435	208064388	94088	5629	2669	1581	581	494	1075	305	3303	15637	24737
343437	343437	208064397	889333	42817	29870	3361	0	3691	0	1845	12151	270207	154566
343440	343440	208064434	25286	2195	1447	0	315	268	583	165	1288	6098	9648
343449	343449	208064564	70284	4205	593	2701	305	187	492	419	2467	11681	18479
343478	343478	208064996	42782	2560	1738	102	294	278	572	147	1502	7110	11248
343492	343492	208065242	42072	2026	1413	159	192	175	367	87	575	12783	7312
343493	343493	208065260	64510	5611	4020	236	613	585	1198	157	5028	20489	17535
343533	343533	208065796	26000	2261	1270	79	436	377	813	99	2026	8258	7067
343539	343539	208065855	94423	8213	5577	449	926	888	1814	372	7359	29990	25665
343547	343547	208065975	46741	4065	2731	166	519	505	1024	145	3643	14846	12705
343554	343554	208066075	12647	718	279	245	74	62	136	57	562	3382	3040
343567	343567	208066183	280594	14033	8607	461	1998	1891	3889	1076	9107	30079	39100
343568	343568	208066195	175248	15243	10941	655	1636	1543	3179	468	13659	55661	47634
343580	343580	208066370	1147433	68648	46604	2745	7891	7462	15353	3946	40283	190697	301679
343584	343584	208066422	342743	18315	5178	9688	0	899	0	1236	14299	73069	80764
343592	343592	208066623	42457	2409	938	823	250	207	457	191	1887	11353	10207
343596	343596	208066706	20710536	1634748	1189898	0	176355	160503	336858	107992	1276271	6521894	7208797
343597	343597	208066712	39976	3477	2152	120	557	482	1039	166	3116	12697	10866
343598	343598	208066761	70966	3441	2306	131	411	401	812	193	2599	4309	39487
343601	343601	208066808	44689	2674	1815	107	307	291	598	154	1569	7427	11750
343614	343614	208067120	1605374	96046	45534	26977	9911	8420	18331	5202	56360	266804	422079
343615	343615	208067123	138543	6929	4250	228	987	933	1920	531	4497	14852	19305
343619	343619	208067235	176415	10555	5004	2965	1089	925	2014	572	6193	29319	46382
343628	343628	208067483	73183	4378	2076	1230	452	384	836	237	2569	12163	19241
343635	343635	208067720	207574	18054	13049	804	1743	1877	3620	581	16178	65928	56421
343642	343642	208067858	159588	7981	4895	262	1136	1075	2211	612	5180	17108	22238
343648	343648	208068061	34098	2289	1244	78	443	407	850	118	1040	4523	16572
343656	343656	208068338	47008	2351	1442	77	335	317	652	180	1526	5039	6550
343663	343663	208068708	6948745	604387	410421	33030	0	65358	0	27408	541578	2207004	1888735
343668	343668	208068851	477965	26178	17897	1103	3247	3045	6292	886	15069	123532	148456
343670	343670	208068893	44144	2197	1376	77	316	301	617	128	1117	4723	19021
343671	343671	208068895	73542	4173	1624	1426	0	358	0	331	3268	19664	17680
343680	343680	208069170	102665	6142	4170	246	706	668	1374	353	3604	17062	26992
343682	343682	208069221	15293	1207	879	0	130	119	249	80	942	4816	5323
343683	343683	208069262	50366	2519	1545	83	359	339	698	193	1635	5399	7018
343684	343684	208069265	22152	1927	1072	121	339	314	653	81	1726	7036	6021
343688	343688	208069282	35483	1721	1153	65	205	201	406	97	1300	2155	19744
343704	343704	208069853	241565	14452	9811	578	1661	1571	3232	831	8481	40147	63511
343706	343706	208069872	60654	5276	3766	222	572	540	1112	175	4727	19264	16486
343716	343716	208070230	28120	2446	1752	103	267	255	522	69	2192	8931	7643
343721	343721	208070374	1727189	103334	70152	4132	11878	11233	23111	5939	60637	287049	454106
343722	343722	208070398	337632	18042	11050	3923	0	953	0	953	14086	71979	79560
343726	343726	208070539	28356	1696	1135	81	210	196	406	75	996	4713	7455
343731	343731	208070746	28172	2224	1619	0	240	218	458	147	1736	8872	9806
343734	343734	208070884	21467	1074	658	35	153	145	298	82	697	2301	2991
343737	343737	208070979	27859	1984	1173	0	313	259	572	239	1554	9350	8406
343748	343748	208071199	72469	4336	2943	173	498	471	969	249	2544	12044	19053
343756	343756	208071359	33448	2640	1922	0	285	259	544	174	2061	10533	11642
343763	343763	208071481	6258375	493993	359567	0	53291	48501	101792	32633	385668	1970807	2178377
343765	343765	208071522	144107	11375	8279	0	1227	1117	2344	751	8880	45380	50160
343783	343783	208071793	29787	1389	663	428	115	101	216	82	3433	3626	8188
343785	343785	208071864	259138	14193	9703	598	1760	1651	3411	480	8170	66975	80488
343789	343789	208072008	56534	4462	3248	0	481	438	919	295	3484	17803	19678
343790	343790	208072022	314139	18794	8910	5279	1939	1648	3587	1018	11029	52208	82592
343796	343796	208072608	129371	7740	3669	2174	799	679	1478	419	4542	21501	34014
343798	343798	208072646	299299	23625	17196	0	2549	2320	4869	1561	18444	94252	104178
343800	343800	208072679	33311	2386	1342	0	478	439	917	127	1085	4715	17276
343803	343803	208072713	46175	3645	2853	0	300	246	546	246	2845	14541	16072
343804	343804	208072722	56399	3786	2058	129	732	673	1405	195	1721	7481	27411
343805	343805	208072723	497230	24867	15252	817	3541	3350	6891	1907	16138	53303	69287
343816	343816	208072876	93115	7350	5350	0	793	722	1515	486	5738	29323	32411
343817	343817	208072889	62330	3537	1376	1209	367	304	671	281	2770	16666	14985
343819	343819	208072960	13754	1384	878	0	204	193	397	110	898	2966	3856
343821	343821	208073064	105108	9142	6208	500	1031	989	2020	415	8192	33383	28569
343830	343830	208073210	411291	21978	6213	11626	0	1079	0	1484	17159	87682	96917
343831	343831	208073222	94817	7484	4492	0	0	780	0	1073	5843	29858	33003
343832	343832	208073242	113358	8948	5694	0	0	813	0	1220	6986	35697	39457
343833	343833	208073244	132743	7093	2005	3752	0	348	0	479	5538	28299	31280
343834	343834	208073259	94817	7484	4492	0	0	780	0	1073	5843	29858	33003
343835	343835	208073260	342743	18315	5178	9688	0	899	0	1236	14299	73069	80764
343845	343845	208073491	588896	27988	16317	4156	2726	2726	5452	2063	18727	94680	300276
343866	343866	208074673	76513	4578	3108	183	0	498	0	263	2686	12716	20117
343871	343871	208074805	34321	2980	2107	0	357	337	694	178	1749	8277	13095
343887	343887	208075278	44716	1861	1388	86	154	144	298	89	1350	7158	14883
343914	343914	208076039	136836	7312	4591	1005	680	619	1299	417	5709	29172	32244
343916	343916	208076135	64685	3870	1835	1087	399	339	738	210	2271	10750	17007
343930	343930	208076433	157017	9394	6377	376	1080	1021	2101	540	5512	26095	41282
343934	343934	208076603	30305	3049	2353	0	0	303	0	77	1979	6535	8495
343936	343936	208076630	105849	6333	3002	1779	653	555	1208	343	3716	17591	27829
344004	344004	208078002	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
344014	344014	208078191	502893	25150	18767	827	2523	2417	4940	615	16322	53910	70076
344016	344016	208078236	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
344020	344020	208078323	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
344022	344022	208078372	105263	5264	3928	173	0	506	0	129	3416	11284	14668
344024	344024	208078422	105263	5264	3928	173	0	506	0	129	3416	11284	14668
344026	344026	208078427	252632	12634	9428	415	0	1214	0	309	8199	27082	35203
344040	344040	208078588	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
344042	344042	208078621	227369	11371	8485	374	0	1093	0	278	7380	24374	31683
344043	344043	208078623	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
344044	344044	208078630	168421	8423	6285	277	0	810	0	206	5466	18055	23469
344046	344046	208078642	64685	3870	1835	1087	399	339	738	210	2271	10750	17007
344048	344048	208078703	213069	11670	7978	492	1447	1357	2804	395	6718	55068	66179
344054	344054	208078841	403138	18799	11280	3418	1709	1367	3076	1025	46459	49077	110812
344059	344059	208078992	135785	7918	5518	240	960	960	1920	240	4185	25948	46331
344060	344060	208079013	44692	2674	1268	751	276	234	510	145	1569	7428	11750
344062	344062	208079107	25049	2175	1434	0	312	265	577	164	1276	6041	9557
344064	344064	208079172	65672	3929	2667	157	0	427	0	226	2306	10914	17266
344065	344065	208079182	76446	4574	2168	1285	472	401	873	248	2684	12705	20099
344066	344066	208079219	126701	11020	7965	491	1064	1146	2210	355	9875	40242	34439
344067	344067	208079234	68833	3442	2111	113	490	464	954	264	2234	7379	9592
344069	344069	208079397	63134	3157	1937	104	450	425	875	242	2049	6768	8797
344082	344082	208079877	113644	5471	3817	429	0	472	0	236	1553	34528	19751
344097	344097	208080349	83226	5587	3036	190	1080	993	2073	288	2539	11039	40449
344113	344113	208081008	857506	50001	35968	2712	0	4717	0	1887	26427	163866	292589
344117	344117	208081082	599542	32038	9057	16947	2298	1573	3871	2163	25012	127815	141277
344122	344122	208081388	1329665	72825	49789	3069	0	8471	0	2464	41922	343656	412994
344125	344125	208081495	235220	14073	6672	3953	1452	1234	2686	762	8258	39092	61843
344126	344126	208081498	314174	17207	11764	725	2134	2002	4136	582	9905	81199	97582
344127	344127	208081500	47292	4106	2707	0	589	501	1090	309	2409	11406	18044
344165	344165	208082870	82327	4925	2335	1383	508	432	940	267	2890	13682	21645
344178	344178	208084035	22518	1955	1289	0	281	238	519	147	1147	5431	8592
344179	344179	208084037	110484	5525	3389	182	787	744	1531	424	3586	11844	15395
344189	344189	208084333	88207	5277	2502	1482	545	463	1008	286	3097	14660	23191
344190	344190	208084357	25286	2195	1447	0	315	268	583	165	1288	6098	9648
344205	344205	208084934	142051	7104	4357	233	1012	957	1969	545	4610	15228	19794
344213	344213	208085207	71576	4174	2909	126	0	506	0	126	2206	13678	24422
344221	344221	208085476	129371	7740	3669	2174	799	679	1478	419	4542	21501	34014
344232	344232	208085897	18158	1433	1043	0	155	141	296	95	1119	5718	6320
344236	344236	208085941	98139	8536	6127	367	916	864	1780	262	7649	31170	26675
344239	344239	208086118	141132	8444	4003	2372	871	740	1611	457	4955	23455	37106
344241	344241	208086157	824733	58725	40729	2842	6630	6630	13260	1894	67299	152011	338587
344250	344250	208086604	35820	3110	2199	0	0	352	0	186	1825	8639	13667
344255	344255	208086714	92225	4589	2874	161	660	628	1288	267	2333	9867	39738
344258	344258	208086848	66430	3974	2698	159	457	432	889	228	2332	11040	17466
344259	344259	208086866	56649	5451	3927	0	0	583	0	315	4884	19904	17033
344265	344265	208087178	29428	2323	1691	0	251	228	479	153	1813	9267	10243
344266	344266	208087184	56534	4462	3248	0	481	438	919	295	3484	17803	19678
344275	344275	208087358	95701	5726	2714	1608	591	502	1093	310	3360	15905	25161
344281	344281	208087481	90965	7180	5226	0	775	705	1480	474	5606	28646	31663
344296	344296	208087969	44823	2242	1673	74	225	215	440	55	1455	4805	6246
344297	344297	208087992	67554	4042	1916	1135	417	354	771	219	2372	11227	17761
344299	344299	208088016	420899	21050	15707	692	2112	2023	4135	515	13661	45120	58651
344310	344310	208088360	116721	5837	3580	192	831	786	1617	448	3788	12512	16265
344311	344311	208088428	72469	4336	2943	173	498	471	969	249	2544	12044	19053
344313	344313	208088470	56334	4447	3237	0	480	437	917	294	3472	17740	19608
344314	344314	208088508	34036	3275	2352	0	391	375	766	157	2935	11959	10234
344331	344331	208089181	336862	20154	9555	5661	0	1767	0	1092	11826	55985	88567
344338	344338	208089494	38667	1862	1299	146	176	160	336	80	528	11748	6720
344341	344341	208089522	32878	1636	997	55	249	242	491	93	832	3518	14167
344345	344345	208089747	58760	2939	1802	97	418	396	814	225	1907	6299	8188
344356	344356	208090221	28907	2510	1775	0	301	284	585	150	1473	6972	11029
344358	344358	208090414	37214	3231	2130	0	464	394	858	243	1896	8975	14198
344360	344360	208090688	30399	2639	1740	0	379	322	701	199	1549	7332	11599
344363	344363	208090758	117610	7036	3336	1976	726	617	1343	381	4129	19546	30922
344379	344379	208091652	294737	14740	10999	485	0	1417	0	360	9566	31596	41070
344389	344389	208092244	213183	10661	7956	351	1070	1025	2095	261	6919	22853	29706
344393	344393	208092318	191318	9568	7140	315	960	920	1880	234	6209	20509	26659
344412	344412	208093397	98802	4696	2738	697	457	457	914	346	3142	15885	50379
344414	344414	208093427	88207	5277	2502	1482	545	463	1008	286	3097	14660	23191
344421	344421	208093870	203791	17725	9864	1112	3115	2892	6007	742	15883	64726	55392
344423	344423	208093876	40103	2399	1137	674	248	210	458	130	1408	6665	10544
344426	344426	208094097	110484	5525	3389	182	787	744	1531	424	3586	11844	15395
344431	344431	208094279	66586	6407	4602	0	764	733	1497	307	5741	23395	20021
344433	344433	208094300	140737	8420	3992	2365	869	738	1607	456	4941	23390	37002
344437	344437	208094407	57786	2802	1877	106	335	327	662	157	2116	3509	32154
344438	344438	208094489	1176098	70363	33359	19764	7261	6169	13430	3811	41290	195461	309216
344440	344440	208094505	288144	17239	8173	4842	1779	1511	3290	934	10116	47888	75758
344449	344449	208094843	114391	4760	3551	219	0	369	0	226	3453	18311	38073
344450	344450	208094908	56458	3204	1247	1095	332	275	607	254	2509	15096	13573
344451	344451	208094936	193635	9390	6291	356	1121	1095	2216	528	7092	11757	107743
344463	344463	208095278	406238	35334	23994	1931	3985	3821	7806	1602	31662	129026	110419
344466	344466	208095347	63869	3097	2075	117	370	361	731	174	2339	3878	35538
344479	344479	208095853	29723	1427	1028	0	164	153	317	82	1035	5490	11415
344481	344481	208095900	3328647	177872	108944	38673	0	9394	0	9394	138867	709628	784367
344482	344482	208095924	1070249	64031	30356	17985	6608	5614	12222	3468	37574	177869	281386
344487	344487	208096288	34402765	1711936	996365	42270	285323	273245	558568	114733	870194	3680758	14823596
344490	344490	208096455	30287	2634	1743	105	341	328	669	118	2361	9620	8232
344492	344492	208096504	58805	3518	1668	988	363	308	671	191	2064	9773	15461
344507	344507	208097088	126725	6145	4117	233	734	716	1450	345	4641	7695	70513
344509	344509	208097166	52305	2486	1449	369	242	242	484	183	1663	8409	26670
344510	344510	208097173	282360	11749	8764	541	974	911	1885	559	8522	45199	93979
344512	344512	208097262	7855563	469981	222813	132008	0	41203	0	25457	275788	1305550	2065357
344521	344521	208097441	58217	3483	1651	978	359	305	664	189	2044	9675	15306
344525	344525	208097546	109426	6209	2416	2122	0	533	0	493	4863	29260	26307
344534	344534	208097707	12513303	622682	362407	15375	103780	99387	203167	41732	316515	1338800	5391780
344538	344538	208097779	288126	16801	12827	767	1464	1325	2789	418	8879	55060	98311
344541	344541	208097841	20270416	1083184	663432	235507	0	57205	0	57205	845657	4321409	4776551
344543	344543	208097938	447815	26792	12702	7525	2765	2349	5114	1451	15722	74424	117738
344545	344545	208098014	3672301	208378	81093	71213	21621	17899	39520	16552	163212	981941	882864
344548	344548	208098064	32343	2808	1851	0	403	342	745	212	1648	7800	12340
344554	344554	208098264	92759	4957	1401	2622	356	243	599	335	3870	19775	21858
344555	344555	208098310	126121	6739	4231	927	627	571	1198	384	5262	26887	29719
344558	344558	208098428	163056	9755	6623	390	1121	1060	2181	561	5724	27099	42870
344560	344560	208098444	152893	9147	4337	2569	944	802	1746	495	5368	25410	40198
344562	344562	208098455	70566	4222	2002	1186	436	370	806	229	2477	11728	18553
344570	344570	208098911	55277	3307	1568	929	341	290	631	179	1941	9187	14533
344571	344571	208098914	28412	2467	1626	0	0	301	0	186	1448	6852	10840
344579	344579	208099304	871546	41961	29273	3293	0	3617	0	1808	11908	264803	151474
344580	344580	208099309	336862	20154	9555	5661	0	1767	0	1092	11826	55985	88567
344581	344581	208099322	439101	26270	12455	7379	2711	2303	5014	1423	15416	72976	115447
344583	344583	208099503	22346	1940	1279	0	278	237	515	146	1138	5389	8526
344588	344588	208099740	51603	4965	3567	0	592	568	1160	238	4449	18131	15516
344590	344590	208099853	44692	2674	1268	751	276	234	510	145	1569	7428	11750
344594	344594	208099907	36880	1788	1198	68	214	208	422	100	1351	2239	20521
344597	344597	208099966	148202	7044	4106	1046	686	686	1372	519	4713	23827	75568
344600	344600	208100040	101331	6062	2874	1703	626	531	1157	328	3557	16841	26642
344604	344604	208100160	42928	2568	1218	721	265	225	490	139	1507	7134	11286
344615	344615	208100507	117046	5824	3550	194	888	860	1748	333	2961	12523	50433
344618	344618	208100679	61924	3705	1756	1041	382	325	707	201	2174	10291	16281
344622	344622	208100742	141132	8444	4003	2372	871	740	1611	457	4955	23455	37106
344626	344626	208100982	29000	1396	974	110	132	120	252	60	396	8811	5040
344632	344632	208101160	70628	3774	2369	519	351	320	671	215	2947	15057	16643
344636	344636	208101295	84442	5052	2395	1419	521	443	964	274	2965	14034	22201
344641	344641	208101456	113970	10966	7877	0	0	1254	0	526	9826	40043	34269
344642	344642	208101463	23522	2042	1346	0	293	249	542	154	1198	5673	8975
344647	344647	208101585	157017	9394	6377	376	1080	1021	2101	540	5512	26095	41282
344664	344664	208101987	184276	10093	6900	425	1252	1174	2426	341	5810	47627	57236
344676	344676	208102257	57629	3448	1635	968	356	302	658	187	2023	9578	15152
344683	344683	208102473	117610	7036	3336	1976	726	617	1343	381	4129	19546	30922
344688	344688	208102556	24698	2144	1414	0	308	261	569	162	1258	5957	9423
344702	344702	208102947	27638	2400	1582	0	344	293	637	181	1408	6666	10545
344703	344703	208103000	44104	2639	1251	741	272	231	503	143	1548	7330	11596
344710	344710	208103295	256913	12848	9588	423	1289	1235	2524	314	8338	27541	35800
344716	344716	208103374	1094394	73471	39928	2496	14207	13057	27264	3782	33394	145157	531895
344718	344718	208103407	226370	13543	9058	648	1676	1562	3238	599	7947	37621	59516
