level_0	index	SITEID	IT_BUDGET	HARDWARE_BUDGET	PC_BUDGET	SERVER_BUDGET	TERMINAL_BUDGET	PRINTER_BUDGET	OTHER_HARDWARE_BUDGET	STORAGE_BUDGET	COMM_BUDGET	SOFTWARE_BUDGET	SERVICES_BUDGET
281000	281000	208448579	45118	2256	1384	74	0	304	0	173	1464	4837	6287
281018	281018	208448938	125407	9899	7747	0	815	668	1483	668	7728	39492	43651
281019	281019	208448943	23302	1839	1104	0	0	192	0	264	1436	7338	8111
281021	281021	208448959	23302	1839	1104	0	0	192	0	264	1436	7338	8111
281024	281024	208448984	20161	1373	980	0	0	167	0	49	791	6481	7789
281026	281026	208449023	20809	999	781	0	87	81	168	50	725	3843	7991
281027	281027	208449109	20582	1787	1178	0	256	218	474	135	1049	4964	7853
281038	281038	208449240	37436	1872	1197	58	247	232	479	138	1215	4013	5217
281039	281039	208449273	29273	1751	830	492	181	154	335	95	1028	4865	7696
281040	281040	208449280	24994	1200	938	0	0	98	0	60	870	4616	9598
281054	281054	208113891	2736721	216018	157235	0	23304	21209	44513	14270	168648	861813	952581
281057	281057	208113950	70565	4737	2575	161	916	842	1758	244	2153	9360	34296
281061	281061	208114040	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
281064	281064	208114090	65672	3929	2667	157	0	427	0	226	2306	10914	17266
281072	281072	208114142	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
281074	281074	208114163	56334	4447	3237	0	480	437	917	294	3472	17740	19608
281076	281076	208114194	70565	5055	2844	0	1012	930	1942	269	2298	9987	36597
281078	281078	208114236	51936	3107	2109	124	357	338	695	179	1823	8632	13655
281085	281085	208114368	90143	7840	5667	349	0	815	0	252	7026	28631	24502
281086	281086	208114369	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
281137	281137	208165035	20256	1762	1081	58	0	237	0	135	1579	6434	5506
281144	281144	208167212	25340	2204	1593	98	213	229	442	71	1975	8048	6888
281211	281211	208449493	123490	7388	3503	2075	762	648	1410	400	4335	20523	32468
281213	281213	208449514	199937	11962	5671	3360	1234	1049	2283	648	7019	33228	52567
281218	281218	208449543	24071	2422	1869	0	251	241	492	61	1572	5191	6748
281219	281219	208449564	28541	1427	875	47	203	192	395	109	926	3060	3977
281223	281223	208449679	23880	2073	1466	0	0	235	0	124	1217	5759	9111
281230	281230	208449946	29813	1491	915	49	212	201	413	114	968	3196	4154
281232	281232	208449979	39247	1963	1465	65	197	189	386	48	1274	4207	5469
281235	281235	208450015	23378	1675	942	0	0	308	0	89	761	3309	12124
281239	281239	208450126	23302	1839	1104	0	0	192	0	264	1436	7338	8111
281240	281240	208450127	23302	1839	1104	0	0	192	0	264	1436	7338	8111
281253	281253	208450485	21058	1228	883	67	0	116	0	46	649	4024	7185
281259	281259	208114691	35053	2353	1279	80	455	418	873	121	1070	4649	17036
281260	281260	208114703	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
281261	281261	208114707	69905	5518	3312	0	0	575	0	791	4308	22014	24332
281263	281263	208114735	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
281270	281270	208114907	33128	2584	2023	0	240	240	480	80	2961	6688	14896
281275	281275	208114986	86241	6141	4259	297	693	693	1386	198	7037	15895	35405
281276	281276	208115023	28704	1927	1047	65	373	342	715	99	876	3807	13951
281277	281277	208115032	174514	10441	4950	2933	1077	915	1992	566	6127	29003	45883
281279	281279	208115052	40462	3513	2484	0	421	398	819	210	2061	9759	15438
281286	281286	208115105	46603	3679	2208	0	0	383	0	527	2872	14676	16221
281287	281287	208115109	63366	4254	2312	145	823	756	1579	219	1933	8405	30797
281297	281297	208115244	28907	2510	1775	0	301	284	585	150	1473	6972	11029
281306	281306	208115370	44689	2674	1815	107	307	291	598	154	1569	7427	11750
281308	281308	208115393	27638	2400	1582	0	344	293	637	181	1408	6666	10545
281310	281310	208115442	394602	23608	16027	944	0	2566	0	1357	13853	65581	103747
281372	281372	209046820	23317	1131	758	43	135	132	267	64	854	1416	12974
281374	281374	209046858	22346	1940	1279	0	278	237	515	146	1138	5389	8526
281375	281375	209046863	0	0	0	0	0	0	0	0	0	0	0
281376	281376	209046865	43787	2392	1665	0	297	290	587	140	1806	2995	27442
281377	281377	209047715	78509	6816	4820	0	816	772	1588	408	4000	18935	29954
281379	281379	209048518	0	0	0	0	0	0	0	0	0	0	0
281382	281382	209056523	23522	2042	1346	0	293	249	542	154	1198	5673	8975
281383	281383	209057009	35466	3079	2030	0	442	375	817	232	1807	8554	13532
281384	281384	209058051	21454	1440	664	42	349	320	669	66	655	2846	10427
281387	281387	209058096	108605	5214	3757	0	599	558	1157	301	3782	20059	41708
281388	281388	209058097	58805	3518	1668	988	363	308	671	191	2064	9773	15461
281396	281396	209058163	199937	11962	5671	3360	1234	1049	2283	648	7019	33228	52567
281399	281399	209058176	150978	9033	6132	361	1038	982	2020	519	5300	25092	39695
281406	281406	209058251	946759	56642	26854	15910	5845	4966	10811	3068	33238	157346	248919
281407	281407	209058262	25913	1296	795	43	185	175	360	99	841	2778	3611
281409	281409	209058279	28987	2064	1533	106	182	182	364	61	2365	5343	11900
281417	281417	209058393	0	0	0	0	0	0	0	0	0	0	0
281419	281419	209058411	0	0	0	0	0	0	0	0	0	0	0
281421	281421	208450635	38483	2184	850	746	227	188	415	173	1710	10290	9252
281423	281423	208450696	20582	1787	1178	0	256	218	474	135	1049	4964	7853
281427	281427	208450816	20582	1787	1178	0	256	218	474	135	1049	4964	7853
281428	281428	208450817	45118	2256	1384	74	0	304	0	173	1464	4837	6287
281436	281436	208450947	28059	1403	861	46	200	189	389	108	911	3008	3910
281440	281440	208450991	25480	1268	794	44	0	174	0	74	644	2726	10979
281442	281442	208451033	24598	1230	918	40	123	118	241	30	798	2637	3428
281463	281463	208451426	23198	1557	846	53	0	277	0	80	708	3077	11275
281468	281468	208451579	25588	1718	934	58	0	305	0	88	781	3394	12436
281479	281479	208115551	30137	2023	1100	69	0	360	0	104	920	3997	14647
281493	281493	208115896	68539	4601	2501	156	890	818	1708	237	2091	9091	33311
281500	281500	208115987	29836	1785	846	501	184	156	340	97	1047	4959	7844
281516	281516	208116166	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
281517	281517	208116169	28324	2725	1964	0	0	291	0	157	2442	9952	8517
281549	281549	208452344	23548	1178	879	39	118	113	231	29	764	2524	3281
281551	281551	208452413	21388	1857	1224	0	266	226	492	140	1090	5158	8160
281555	281555	208452505	22346	1337	634	376	138	117	255	72	785	3714	5875
281560	281560	208452668	20582	1787	1178	0	256	218	474	135	1049	4964	7853
281565	281565	208452792	20299	1363	741	46	0	242	0	70	619	2692	9865
281567	281567	208452809	21201	2133	1353	0	0	297	0	169	1384	4572	5943
281572	281572	208452875	26306	1316	807	43	187	177	364	101	854	2820	3666
281573	281573	208452905	20582	1787	1178	0	256	218	474	135	1049	4964	7853
281575	281575	208452912	22371	1269	494	434	0	109	0	101	994	5982	5378
281578	281578	208453013	43843	2193	1345	72	312	295	607	168	1423	4700	6109
281579	281579	208453017	31035	1857	1242	89	0	214	0	82	1090	5158	8160
281639	281639	209058510	0	0	0	0	0	0	0	0	0	0	0
281651	281651	209058632	30376	2642	1896	113	284	267	551	81	2368	9648	8257
281655	281655	209058672	24846	1769	1314	91	156	156	312	52	2027	4579	10200
281656	281656	209058710	0	0	0	0	0	0	0	0	0	0	0
281664	281664	209058802	28386	1377	922	52	164	160	324	77	1040	1724	15795
281672	281672	209058893	81997	4382	2684	953	282	231	513	231	3421	17481	19322
281674	281674	209058919	2457	175	103	0	28	23	51	21	137	825	741
281677	281677	209058973	82327	4925	2335	1383	508	432	940	267	2890	13682	21645
281678	281678	209058977	0	0	0	0	0	0	0	0	0	0	0
281679	281679	209058983	58805	3518	1668	988	363	308	671	191	2064	9773	15461
281680	281680	209058994	0	0	0	0	0	0	0	0	0	0	0
281681	281681	209058996	0	0	0	0	0	0	0	0	0	0	0
281744	281744	208116407	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
281748	281748	208116456	180879	8435	3975	2523	631	601	1232	704	20845	22020	49719
281759	281759	208116691	34508	2317	1259	79	0	412	0	119	1053	4577	16771
281762	281762	208116728	166452	11175	6073	380	2161	1986	4147	575	5079	22078	80899
281766	281766	208116832	96200	5141	1453	2719	369	252	621	347	4013	20509	22669
281768	281768	208116850	73260	5783	3471	0	881	603	1484	829	4515	23070	25500
281769	281769	208116859	56295	3368	1597	946	348	295	643	182	1976	9356	14801
281773	281773	208116909	106467	6370	3020	1789	657	558	1215	345	3738	17694	27992
281775	281775	208116965	93207	7357	4415	0	0	767	0	1054	5744	29351	32443
281792	281792	208117178	34694	3018	1851	99	430	407	837	231	2704	11019	9430
281794	281794	208117185	32349	2814	2034	125	272	293	565	91	2521	10274	8793
281797	281797	208117262	133464	6224	2933	1862	465	444	909	520	15381	16247	36686
281802	281802	208172722	84211	4211	3143	138	0	405	0	103	2733	9027	11734
281809	281809	208173827	30418	2113	1509	93	209	232	441	70	3135	8764	6666
281847	281847	208184244	24742	1762	1222	85	199	199	398	57	2019	4560	10158
281852	281852	208117278	63635	6123	4398	0	0	700	0	294	5487	22358	19134
281854	281854	208117290	84442	5052	2395	1419	521	443	964	274	2965	14034	22201
281862	281862	208117400	30196	2622	1854	0	314	297	611	157	1538	7283	11521
281863	281863	208117444	82692	4529	3096	191	562	527	1089	153	2607	21372	25684
281864	281864	208117445	27484	2021	1617	0	0	167	0	53	1068	6623	11826
281868	281868	208117526	163048	7907	5297	300	944	922	1866	444	5971	9900	90724
281878	281878	208117732	28324	2725	1964	0	0	291	0	157	2442	9952	8517
281885	281885	208117858	64673	3074	1792	456	299	299	598	227	2057	10398	32976
281886	281886	208117864	883343	41982	24476	6234	4089	4089	8178	3094	28090	142021	450414
281893	281893	208117949	465794	19381	14458	892	1606	1502	3108	922	14059	74563	155032
281896	281896	208117987	517483	30960	14678	8696	3195	2714	5909	1677	18167	86003	136055
281904	281904	208118090	42782	2560	361	1644	185	114	299	255	1502	7110	11248
281908	281908	209059163	21021	2023	1453	0	241	231	472	97	1812	7386	6321
281909	281909	209059170	26306	1316	807	43	187	177	364	101	854	2820	3666
281912	281912	209059193	21926	2206	1399	0	325	307	632	175	1432	4729	6147
281917	281917	209059262	296444	25784	17509	1409	2908	2788	5696	1169	23105	94154	80576
281918	281918	209059279	0	0	0	0	0	0	0	0	0	0	0
281921	281921	209070110	23522	2042	1346	0	293	249	542	154	1198	5673	8975
281925	281925	209072635	24770	2151	1418	0	309	262	571	162	1262	5974	9451
281928	281928	209073404	27568	1379	882	43	182	171	353	102	895	2955	3841
281931	281931	209073420	0	0	0	0	0	0	0	0	0	0	0
281936	281936	209076900	27022	2346	1547	0	337	286	623	177	1377	6517	10310
281937	281937	209078731	49158	2360	1700	0	271	252	523	136	1712	9079	18878
281938	281938	209081486	24157	2097	1483	0	251	237	488	126	1231	5826	9217
281942	281942	209089840	28988	2517	1780	0	301	285	586	151	1477	6991	11060
281952	281952	209115131	0	0	0	0	0	0	0	0	0	0	0
281956	281956	209117052	22346	1940	1279	0	278	237	515	146	1138	5389	8526
281958	281958	209121229	44104	3829	2524	0	549	467	1016	288	2247	10637	16827
281959	281959	209122819	75158	6525	4614	0	781	739	1520	391	3829	18126	28676
282018	282018	208118157	75758	6589	4475	360	743	713	1456	299	5905	24062	20592
282023	282023	208118203	24896	2165	1216	76	418	361	779	95	1940	7907	6767
282024	282024	208118209	36839	3198	2262	0	383	362	745	191	1877	8885	14055
282025	282025	208118224	175135	10478	7113	419	1204	1139	2343	602	6149	29106	46046
282030	282030	208118272	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
282052	282052	208118566	36880	2014	1403	0	250	244	494	118	1521	2522	23113
282054	282054	208118583	108053	9398	6219	374	0	1169	0	421	8422	34319	29370
282064	282064	208118777	68967	4126	1956	1159	0	362	0	223	2421	11462	18132
282072	282072	209126378	27456	2384	1686	0	285	270	555	143	1399	6622	10476
282077	282077	209131727	0	0	0	0	0	0	0	0	0	0	0
282081	282081	209136249	33215	2884	2039	0	345	327	672	173	1692	8011	12673
282082	282082	209136656	22346	1940	1279	0	278	237	515	146	1138	5389	8526
282086	282086	209147219	24157	2097	1483	0	251	237	488	126	1231	5826	9217
282087	282087	209147807	28226	2451	1616	0	352	299	651	185	1438	6808	10769
282089	282089	209148053	435156	26034	12343	7313	2687	2282	4969	1410	15277	72320	114410
282093	282093	209151966	21392	1857	1224	0	267	226	493	140	1090	5159	8162
282095	282095	209155705	40369	1938	1516	0	168	157	325	97	1406	7456	15503
282104	282104	209169143	26964	1932	1087	0	387	355	742	103	878	3816	13984
282105	282105	209171000	48818	2320	1353	345	226	226	452	171	1552	7849	24892
282107	282107	209174339	57880	4569	3576	0	376	308	684	308	3567	18227	20147
282108	282108	209174760	413030	29410	21625	1297	3027	2595	5622	865	33704	76128	169566
282110	282110	209178856	40012	3850	2774	0	442	412	854	222	3450	14058	12031
282111	282111	209179555	25398	2205	1454	0	316	269	585	166	1294	6126	9691
282115	282115	209186513	28667	1570	1073	66	195	183	378	53	904	7409	8904
282119	282119	209192100	27975	2208	1728	0	182	149	331	149	1724	8810	9737
282120	282120	209195753	0	0	0	0	0	0	0	0	0	0	0
282121	282121	209195755	0	0	0	0	0	0	0	0	0	0	0
282131	282131	208208502	20256	1762	1081	58	0	237	0	135	1579	6434	5506
282159	282159	208216377	16480	1433	879	47	204	193	397	110	1284	5234	4479
282164	282164	208218516	55331	3226	2249	98	391	391	782	98	1705	10574	18879
282165	282165	208218525	57472	4990	3290	0	0	608	0	376	2928	13861	21928
282168	282168	208221139	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
282182	282182	208118972	28412	2467	1626	0	0	301	0	186	1448	6852	10840
282189	282189	208119090	52340	2782	2033	0	0	214	0	214	6875	7262	16397
282196	282196	208119208	53971	4694	2879	154	668	632	1300	360	4206	17142	14670
282198	282198	208119240	89490	6008	3265	204	0	1068	0	309	2731	11870	43494
282202	282202	208119300	24207	2102	1386	0	302	256	558	158	1233	5838	9236
282209	282209	208119434	30137	2023	1100	69	0	360	0	104	920	3997	14647
282224	282224	208119752	72469	4336	2943	173	498	471	969	249	2544	12044	19053
282229	282229	208119818	21203	2040	1211	0	383	355	738	91	1828	7450	6375
282232	282232	208451294	27262	1830	995	62	0	325	0	94	832	3616	13250
282236	282236	208451452	21290	1032	692	39	123	120	243	58	780	1293	11846
282247	282247	208451715	20582	1787	1178	0	256	218	474	135	1049	4964	7853
282271	282271	208452361	22442	1507	819	51	0	268	0	78	685	2977	10907
282276	282276	208452533	21290	1032	692	39	123	120	243	58	780	1293	11846
282280	282280	208452666	20651	2078	1318	0	0	289	0	165	1348	4453	5789
282286	282286	208453188	24552	1228	753	40	175	165	340	94	797	2632	3421
282287	282287	208453189	25567	1451	565	496	0	125	0	115	1136	6836	6147
282289	282289	208453227	24828	1485	994	71	0	171	0	66	872	4126	6528
282295	282295	208453304	25058	1499	212	963	109	67	176	149	880	4164	6588
282296	282296	208453307	24994	1200	938	0	0	98	0	60	870	4616	9598
282298	282298	208453411	21201	2133	1353	0	0	297	0	169	1384	4572	5943
282304	282304	208453561	26306	1316	807	43	187	177	364	101	854	2820	3666
282305	282305	208453592	23504	1175	721	39	167	158	325	90	763	2520	3275
282311	282311	208453781	25831	2243	1479	0	322	273	595	169	1316	6230	9856
282326	282326	208454305	27032	1345	842	47	193	184	377	78	684	2892	11647
282327	282327	208454316	21201	2133	1353	0	0	297	0	169	1384	4572	5943
282336	282336	208454524	23880	2073	1466	0	0	235	0	124	1217	5759	9111
282337	282337	208454531	21373	1667	1305	0	0	155	0	52	1910	4315	9610
282341	282341	209198748	28226	2451	1616	0	352	299	651	185	1438	6808	10769
282346	282346	209200480	20298	1953	1160	0	366	340	706	87	1750	7132	6103
282347	282347	209200489	27022	2346	1547	0	337	286	623	177	1377	6517	10310
282350	282350	209206449	0	0	0	0	0	0	0	0	0	0	0
282358	282358	209219001	31755	2757	1818	0	396	336	732	208	1618	7659	12116
282364	282364	209228829	21392	1857	1224	0	267	226	493	140	1090	5159	8162
282377	282377	209253865	28226	2451	1616	0	352	299	651	185	1438	6808	10769
282378	282378	209254001	27022	2346	1547	0	337	286	623	177	1377	6517	10310
282391	282391	209276941	21392	1857	1224	0	267	226	493	140	1090	5159	8162
282393	282393	208225357	32429	1840	716	629	191	158	349	146	1441	8671	7796
282422	282422	208242188	26117	2272	1264	143	399	371	770	95	2036	8295	7099
282437	282437	208249818	36789	2603	1971	0	0	243	0	122	739	16428	9397
282448	282448	208119891	106941	6398	3033	1797	660	561	1221	347	3754	17773	28117
282458	282458	208120097	76513	4578	3108	183	0	498	0	263	2686	12716	20117
282460	282460	208120158	57593	3268	1272	1117	0	281	0	260	2560	15400	13846
282463	282463	208120184	38587	3046	2384	0	251	206	457	206	2378	12151	13431
282467	282467	208120240	527696	41653	30318	0	0	4090	0	2752	32519	166175	183677
282470	282470	208120299	29723	1427	1028	0	164	153	317	82	1035	5490	11415
282472	282472	208120317	42784	2560	1214	719	264	224	488	139	1502	7110	11249
282476	282476	208120388	132251	11503	8581	530	953	892	1845	547	10308	42005	35947
282479	282479	208120439	137185	11932	8235	502	1312	1223	2535	660	10692	43571	37288
282486	282486	208120557	34903	3030	1998	0	435	369	804	228	1778	8418	13317
282490	282490	208120637	26459	2297	1514	0	330	280	610	173	1348	6381	10095
282493	282493	208120688	28172	2224	1619	0	240	218	458	147	1736	8872	9806
282496	282496	208120740	30196	2622	1854	0	314	297	611	157	1538	7283	11521
282498	282498	208120757	22194	1590	894	0	318	292	610	85	723	3141	11510
282501	282501	208454540	23640	1146	768	43	0	134	0	64	866	1435	13154
282507	282507	208454667	22583	1281	499	438	133	110	243	102	1004	6039	5429
282511	282511	208454709	20582	1787	1178	0	256	218	474	135	1049	4964	7853
282525	282525	208455068	20651	2078	1318	0	0	289	0	165	1348	4453	5789
282546	282546	208455336	20651	2078	1318	0	0	289	0	165	1348	4453	5789
282554	282554	208452740	24358	1635	889	56	0	291	0	84	743	3231	11839
282558	282558	208452885	22346	1337	634	376	138	117	255	72	785	3714	5875
282559	282559	208452888	41972	2099	1287	69	299	283	582	161	1362	4499	5849
282561	282561	208452916	21201	2133	1353	0	0	297	0	169	1384	4572	5943
282569	282569	208453168	39247	1963	1465	65	197	189	386	48	1274	4207	5469
282574	282574	208453221	23378	1675	942	0	0	308	0	89	761	3309	12124
282575	282575	208453264	22261	1108	694	39	159	152	311	64	563	2382	9592
282577	282577	208453303	23378	1675	942	0	0	308	0	89	761	3309	12124
282578	282578	208453333	21466	1252	870	64	149	127	276	42	662	4102	7324
282581	282581	208453366	25543	2222	1586	94	0	228	0	74	1991	8113	6943
282582	282582	208453374	29402	1759	834	494	182	154	336	95	1032	4887	7730
282583	282583	208453391	21201	2133	1353	0	0	297	0	169	1384	4572	5943
282587	282587	208453517	23302	1839	1104	0	0	192	0	264	1436	7338	8111
282592	282592	208453737	24994	1200	938	0	0	98	0	60	870	4616	9598
