level_0	index	SITEID	CLOUD_COMPUTING_PLS	PCS_PLS	DAS_PLS	NAS_PLS	SAN_PLS	COMPLIANCE_PLS	WINDOWS7_ADOPTION_PLS	ASSET_MGMT_SW_PLS	CRM_SW_ILS	DOC_MGMT_SW_ILS	DOC_MGMT_SW_PLS	TABLET_PLS	INFRASTRUCTURE_AS_A_SERVICE_PLS	SURVEILLANCE_PRES	SURVEILLANCE_MANUF	SURVEILLANCE_INIT	DATA_LOSS_PREVENTION_PLS	DIGITAL_SIGNAGE_PLS	MESSAGING_SECURITY_PLS	PLATFORM_AS_A_SERVICE_PLS	SMARTPHONE_PLS	DESKTOP_PRINTERS	NETWORK_PRINTERS	SMARTPHONE_USERS	TABLETS	WORKSTATIONS	ENT_DESKTOP_PRINTERS	ENT_NETWORK_PRINTERS	ENT_SMARTPHONE_USERS	ENT_TABLETS	ENT_WORKSTATIONS	PERIPHERAL_BUDGET	ENT_PERIPHERAL_BUDGET	FILE_PRINT_SERVER_ILS	WEB_SERVER_ILS	APPLICATION_SERVER_ILS	EMAIL_SERVER_ILS	DATABASE_SERVER_ILS	TABLET_ILS	CLOUD_COMPUTING_ILS	DBMS_INIT	MULTIFUNCTION_PRINTER_INIT	IDACCESS_SW_INIT	ROUTER_INIT	VPN_INIT	ERP_CRM_SW_PRES	ERP_ACCOUNTING_SW_PRES	ERP_HUMAN_RES_SW_PRES	ERP_SUPPLY_CHAIN_SW_PRES	ERP_UNSPEC_SW_PRES	ACCOUNTING_SW_INIT	HUMAN_RES_SW_INIT	SUPPLY_CHAIN_SW_INIT	XP_MIGRATION_INIT	REVEN_REVISED
315986	315986	208300164																						0	0	0	0	0						0																							0
315994	315994	208300461																						0	0	0	0	0						0																							0.1
316038	316038	208301453																						0	0	0	0	0						0																							0.9
316043	316043	208301584																						0	0	0	0	0						0																							0.7
316046	316046	208301660																						0	0	0	0	0						0																							0.7
316155	316155	208306112																						0	0	0	0	0						0																							0.2
316171	316171	208307332																						0	0	0	0	0						0																							0.1
316228	316228	208308602																						0	0	0	0	0						0																							0.1
316236	316236	208308707																						0	0	0	0	0						0																							0
316243	316243	208308961																						0	0	0	0	0						0																							0.4
316247	316247	208309042																						0	0	0	0	0						0																							0.3
316249	316249	208309098																						0	0	0	0	0						0																							0
316250	316250	208309103																						0	0	0	0	0						0																							0.9
316254	316254	208309122																						0	0	0	0	0						0																							0.3
316257	316257	208309166																						0	0	0	0	0						0																							0.5
316269	316269	208309355																						0	0	0	0	0						0																							0.3
316270	316270	208309372																						0	0	0	0	0						0																							0.5
316273	316273	208309475																						0	0	0	0	0						0																							0.7
316274	316274	208309482																						0	0	0	0	0						0																							0.6
316288	316288	208309646																						0	0	0	0	0						0																							0.3
316291	316291	208309675																						0	0	0	0	0						0																							0.4
316297	316297	208309700																						0	0	0	0	0						0																							0.6
316300	316300	208309718																						0	0	0	0	0						0																							0
316315	316315	208309744																						0	0	0	0	0						0																							0.8
316321	316321	208309757																						0	0	0	0	0						0																							1
316333	316333	208309773																						0	0	0	0	0						0																							0.7
316335	316335	208309777																						0	0	0	0	0						0																							0
316337	316337	208309779																						0	0	0	0	0						0																							0
316338	316338	208309780																						0	0	0	0	0						0																							0.3
316343	316343	208309786																						0	0	0	0	0						0																							0.3
316345	316345	208309788																						0	0	0	0	0						0																							0.2
316346	316346	208309789																						0	0	0	0	0						0																							0
316353	316353	208309799																						0	0	0	0	0						0																							0.9
316354	316354	208309801																						0	0	0	0	0						0																							0
316356	316356	208309807																						0	0	0	0	0						0																							0.9
316357	316357	208309808																						0	0	0	0	0						0																							0.6
316358	316358	208309814																						0	0	0	0	0						0																							0.1
316359	316359	208309823																						0	0	0	0	0						0																							0.6
316361	316361	208309903																						0	0	0	0	0						0																							0.9
316375	316375	208310827																						0	0	0	0	0						0																							0.9
316384	316384	208311170																						0	0	0	0	0						0																							0.4
316431	316431	208312388																						0	0	0	0	0						0																							0.4
316435	316435	208312392																						0	0	0	0	0						0																							0.1
316436	316436	208312393																						0	0	0	0	0						0																							0
316438	316438	208312395																						0	0	0	0	0						0																							0
316442	316442	208312510																						0	0	0	0	0						0																							0.5
316478	316478	208314030																						0	0	0	0	0						0																							0
316482	316482	208314102																						0	0	0	0	0						0																							0.5
316522	316522	208315861																						0	0	0	0	0						0																							0
316547	316547	208317258																						0	0	0	0	0						0																							0
316555	316555	208317378																						0	0	0	0	0						0																							0.5
316556	316556	208317379																						0	0	0	0	0						0																							0.6
316557	316557	208317380																						0	0	0	0	0						0																							0.9
316569	316569	208317491																						0	0	0	0	0						0																							0.1
316578	316578	208317868																						0	0	0	0	0						0																							0
316594	316594	208318301																						0	0	0	0	0						0																							0
316601	316601	208318456																						0	0	0	0	0						0																							0
316620	316620	208318838																						0	0	0	0	0						0																							0.3
316626	316626	208319213																						0	0	0	0	0						0																							0.4
316699	316699	208321616																						0	0	0	0	0						0																							0.5
316765	316765	208324810																						0	0	0	0	0						0																							0.4
316769	316769	208325001																						0	0	0	0	0						0																							0.1
316778	316778	208325254																						0	0	0	0	0						0																							1
316789	316789	208325541																						0	0	0	0	0						0																							0.5
316800	316800	208325555																						0	0	0	0	0						0																							0
316819	316819	208326232																						0	0	0	0	0						0																							0
316822	316822	208326565																						0	0	0	0	0						0																							0
316823	316823	208326783																						0	0	0	0	0						0																							0
316826	316826	208327022																						0	0	0	0	0						0																							0
316833	316833	208328392																						0	0	0	0	0						0																							0.7
316835	316835	208328396																						0	0	0	0	0						0																							0.9
316838	316838	208328403																						0	0	0	0	0						0																							0.9
316841	316841	208328410																						0	0	0	0	0						0																							0.9
316842	316842	208328411																						0	0	0	0	0						0																							0
316843	316843	208328412																						0	0	0	0	0						0																							0.4
316851	316851	208328927																						0	0	0	0	0						0																							0
316879	316879	208330049																						0	0	0	0	0						0																							0.1
316895	316895	208330320																						0	0	0	0	0						0																							0.2
316910	316910	208330845																						0	0	0	0	0						0																							0
316924	316924	208331265																						0	0	0	0	0						0																							0
316925	316925	208331271																						0	0	0	0	0						0																							0.6
316933	316933	208331471																						0	0	0	0	0						0																							0.7
316936	316936	208331502																						0	0	0	0	0						0																							0
316941	316941	208331581																						0	0	0	0	0						0																							0
316947	316947	208331836																						0	0	0	0	0						0																							0
316948	316948	208331842																						0	0	0	0	0						0																							0.2
316996	316996	208332585																						0	0	0	0	0						0																							0
317046	317046	208333609																						0	0	0	0	0						0																							0
317067	317067	208334317																						0	0	0	0	0						0																							0.1
317069	317069	208334323																						0	0	0	0	0						0																							0.6
317083	317083	208334749																						0	0	0	0	0						0																							0.1
317110	317110	208335741																						0	0	0	0	0						0																							0.5
317130	317130	208336227																						0	0	0	0	0						0																							0
317138	317138	208336378																						0	0	0	0	0						0																							0.3
317179	317179	208337743																						0	0	0	0	0						0																							0.4
317182	317182	208337946																						0	0	0	0	0						0																							0
317196	317196	208338382																						0	0	0	0	0						0																							0
317198	317198	208338397																						0	0	0	0	0						0																							0
317201	317201	208338462																						0	0	0	0	0						0																							0.7
317202	317202	208338463																						0	0	0	0	0						0																							0.7
317206	317206	208338621																						0	0	0	0	0						0																							0.5
317209	317209	208338693																						0	0	0	0	0						0																							0
317210	317210	208338721																						0	0	0	0	0						0																							0.3
317224	317224	208339215																						0	0	0	0	0						0																							0.5
317228	317228	208339221																						0	0	0	0	0						0																							0.7
317229	317229	208339222																						0	0	0	0	0						0																							0
317233	317233	208339488																						0	0	0	0	0						0																							0.9
317242	317242	208339638																						0	0	0	0	0						0																							0
317244	317244	208340040																						0	0	0	0	0						0																							0
317245	317245	208340151																						0	0	0	0	0						0																							0.7
317247	317247	208340381																						0	0	0	0	0						0																							0.8
317248	317248	208341458																						0	0	0	0	0						0																							0
317250	317250	208341530																						0	0	0	0	0						0																							0
317252	317252	208341568																						0	0	0	0	0						0																							0
317254	317254	208341736																						0	0	0	0	0						0																							0
317255	317255	208341737																						0	0	0	0	0						0																							0.4
317259	317259	208341956																						0	0	0	0	0						0																							0
317264	317264	208342022																						0	0	0	0	0						0																							0.3
317270	317270	208342468																						0	0	0	0	0						0																							0.1
317282	317282	208342585																						0	0	0	0	0						0																							0.6
317301	317301	208342993																						0	0	0	0	0						0																							0.4
317316	317316	208343363																						0	0	0	0	0						0																							0.6
317319	317319	208343383																						0	0	0	0	0						0																							0
317322	317322	208343386																						0	0	0	0	0						0																							0.1
317349	317349	208343997																						0	0	0	0	0						0																							0
317351	317351	208344027																						0	0	0	0	0						0																							0.5
317366	317366	208344495																						0	0	0	0	0						0																							0.4
317374	317374	208344913																						0	0	0	0	0						0																							0.1
317380	317380	208345870																						0	0	0	0	0						0																							0
317381	317381	208345880																						0	0	0	0	0						0																							0
317383	317383	208346484																						0	0	0	0	0						0																							0
317384	317384	208346690																						0	0	0	0	0						0																							0.8
317389	317389	208346819																						0	0	0	0	0						0																							0.4
317402	317402	208347275																						0	0	0	0	0						0																							0.7
317403	317403	208347276																						0	0	0	0	0						0																							0.7
317431	317431	208348603																						0	0	0	0	0						0																							0.1
317434	317434	208348766																						0	0	0	0	0						0																							0.1
317440	317440	208348904																						0	0	0	0	0						0																							0.6
317445	317445	208348988																						0	0	0	0	0						0																							0.3
317469	317469	208349865																						0	0	0	0	0						0																							0
317475	317475	208350108																						0	0	0	0	0						0																							0.1
317479	317479	208350113																						0	0	0	0	0						0																							0.6
317486	317486	208350123																						0	0	0	0	0						0																							0
317487	317487	208350124																						0	0	0	0	0						0																							0
317489	317489	208350126																						0	0	0	0	0						0																							0.3
317535	317535	208351447																						0	0	0	0	0						0																							0.2
317540	317540	208351622																						0	0	0	0	0						0																							1
317558	317558	208352469																						0	0	0	0	0						0																							0
317562	317562	208352563																						0	0	0	0	0						0																							0.5
317570	317570	208352691																						0	0	0	0	0						0																							0.1
317577	317577	208352701																						0	0	0	0	0						0																							0.1
317579	317579	208352705																						0	0	0	0	0						0																							0
317580	317580	208352706																						0	0	0	0	0						0																							0.4
317587	317587	208352808																						0	0	0	0	0						0																							0.6
317588	317588	208352817																						0	0	0	0	0						0																							0
317613	317613	208354126																						0	0	0	0	0						0																							0
317614	317614	208354128																						0	0	0	0	0						0																							0.3
317631	317631	208354752																						0	0	0	0	0						0																							0
317642	317642	208355148																						0	0	0	0	0						0																							0.3
317643	317643	208355245																						0	0	0	0	0						0																							0.5
317646	317646	208355574																						0	0	0	0	0						0																							0.3
317688	317688	208357291																						0	0	0	0	0						0																							0
317786	317786	208357811																						0	0	0	0	0						0																							0
317791	317791	208357898																						0	0	0	0	0						0																							0.3
317808	317808	208358379																						0	0	0	0	0						0																							0.3
317809	317809	208358394																						0	0	0	0	0						0																							0
317817	317817	208358927																						0	0	0	0	0						0																							0.5
317859	317859	208360466																						0	0	0	0	0						0																							0
317871	317871	208360940																						0	0	0	0	0						0																							0.1
317878	317878	208361046																						0	0	0	0	0						0																							0.9
317895	317895	208361577																						0	0	0	0	0						0																							0.7
317920	317920	208362395																						0	0	0	0	0						0																							0.2
317922	317922	208362464																						0	0	0	0	0						0																							0
317928	317928	208362663																						0	0	0	0	0						0																							0.7
317929	317929	208362774																						0	0	0	0	0						0																							0
317976	317976	208364406																						0	0	0	0	0						0																							0
317988	317988	208364766																						0	0	0	0	0						0																							0.7
317993	317993	208364905																						0	0	0	0	0						0																							0.2
318023	318023	208365477																						0	0	0	0	0						0																							0
318027	318027	208365500																						0	0	0	0	0						0																							0.4
318029	318029	208365575																						0	0	0	0	0						0																							0.1
318030	318030	208365580																						0	0	0	0	0						0																							0
318049	318049	208366283																						0	0	0	0	0						0																							0.6
318056	318056	208366553																						0	0	0	0	0						0																							0
318070	318070	208367051																						0	0	0	0	0						0																							0
318081	318081	208367183																						0	0	0	0	0						0																							0.4
318105	318105	208367958																						0	0	0	0	0						0																							0.9
318127	318127	208368705																						0	0	0	0	0						0																							0.1
318141	318141	208369191																						0	0	0	0	0						0																							0
318157	318157	208369695																						0	0	0	0	0						0																							0.3
318158	318158	208369724																						0	0	0	0	0						0																							0.2
318162	318162	208370386																						0	0	0	0	0						0																							0
318170	318170	208371509																						0	0	0	0	0						0																							0.9
318172	318172	208371521																						0	0	0	0	0						0																							0.4
318185	318185	208372294																						0	0	0	0	0						0																							0.7
318191	318191	208372758																						0	0	0	0	0						0																							0
318200	318200	208373340																						0	0	0	0	0						0																							0
318202	318202	208373413																						0	0	0	0	0						0																							0.1
318211	318211	208373864																						0	0	0	0	0						0																							0
318223	318223	208374323																						0	0	0	0	0						0																							0.1
318238	318238	208375085																						0	0	0	0	0						0																							0
318247	318247	208375313																						0	0	0	0	0						0																							0.7
318262	318262	208375519																						0	0	0	0	0						0																							0.6
318268	318268	208375820																						0	0	0	0	0						0																							0.8
318271	318271	208376044																						0	0	0	0	0						0																							0
318274	318274	208376145																						0	0	0	0	0						0																							0
318305	318305	208378151																						0	0	0	0	0						0																							0.5
318327	318327	208379623																						0	0	0	0	0						0																							0.3
318351	318351	208380816																						0	0	0	0	0						0																							0
318358	318358	208380957																						0	0	0	0	0						0																							0.3
318367	318367	208381191																						0	0	0	0	0						0																							0.6
318384	318384	208381657																						0	0	0	0	0						0																							0.3
318387	318387	208381754																						0	0	0	0	0						0																							0
318474	318474	208383347																						0	0	0	0	0						0																							0
318476	318476	208383398																						0	0	0	0	0						0																							0.1
318503	318503	208384401																						0	0	0	0	0						0																							0.1
318510	318510	208384660																						0	0	0	0	0						0																							0
318532	318532	208385119																						0	0	0	0	0						0																							0.1
318544	318544	208385391																						0	0	0	0	0						0																							0.2
318583	318583	208386681																						0	0	0	0	0						0																							0
318594	318594	208387203																						0	0	0	0	0						0																							0.5
318632	318632	208387999																						0	0	0	0	0						0																							0
318633	318633	208388000																						0	0	0	0	0						0																							0.3
318642	318642	208388283																						0	0	0	0	0						0																							0
318644	318644	208388304																						0	0	0	0	0						0																							0.4
318648	318648	208388370																						0	0	0	0	0						0																							0.4
318657	318657	208388513																						0	0	0	0	0						0																							0.3
318658	318658	208388520																						0	0	0	0	0						0																							0.2
318659	318659	208388521																						0	0	0	0	0						0																							0
318669	318669	208388722																						0	0	0	0	0						0																							0
318716	318716	208390621																						0	0	0	0	0						0																							0
318720	318720	208390808																						0	0	0	0	0						0																							0
318755	318755	208392433																						0	0	0	0	0						0																							0
318768	318768	208392953																						0	0	0	0	0						0																							0.4
318799	318799	208394635																						0	0	0	0	0						0																							0.8
318804	318804	208394779																						0	0	0	0	0						0																							0.4
318807	318807	208394965																						0	0	0	0	0						0																							0.6
318815	318815	208395510																						0	0	0	0	0						0																							0.7
318819	318819	208395823																						0	0	0	0	0						0																							0.9
318829	318829	208395889																						0	0	0	0	0						0																							0.4
318830	318830	208395891																						0	0	0	0	0						0																							0.6
318832	318832	208395894																						0	0	0	0	0						0																							0.3
318837	318837	208396035																						0	0	0	0	0						0																							0.7
318859	318859	208397048																						0	0	0	0	0						0																							0.5
318893	318893	208398116																						0	0	0	0	0						0																							0
318899	318899	208398181																						0	0	0	0	0						0																							1
318906	318906	208398427																						0	0	0	0	0						0																							0.6
318915	318915	208399977																						0	0	0	0	0						0																							0.1
318939	318939	208400716																						0	0	0	0	0						0																							0
318940	318940	208400861																						0	0	0	0	0						0																							0.8
318941	318941	208401023																						0	0	0	0	0						0																							0.5
319201	319201	208401673																						0	0	0	0	0						0																							0.5
319210	319210	208402843																						0	0	0	0	0						0																							0
319215	319215	208402911																						0	0	0	0	0						0																							0.3
319218	319218	208402987																						0	0	0	0	0						0																							0
319225	319225	208403638																						0	0	0	0	0						0																							0.4
319227	319227	208403840																						0	0	0	0	0						0																							1
319230	319230	208404028																						0	0	0	0	0						0																							0.6
319241	319241	208408429																						0	0	0	0	0						0																							0
319245	319245	208409220																						0	0	0	0	0						0																							0.3
319278	319278	208410619																						0	0	0	0	0						0																							0
319284	319284	208410772																						0	0	0	0	0						0																							0.4
319297	319297	208411481																						0	0	0	0	0						0																							0
319312	319312	208412295																						0	0	0	0	0						0																							0.5
319325	319325	208412671																						0	0	0	0	0						0																							0.4
319349	319349	208413331																						0	0	0	0	0						0																							0
319378	319378	208413911																						0	0	0	0	0						0																							0.3
319389	319389	208414156																						0	0	0	0	0						0																							0
319390	319390	208414162																						0	0	0	0	0						0																							0
319398	319398	208414193																						0	0	0	0	0						0																							0.1
319399	319399	208414195																						0	0	0	0	0						0																							0.6
319401	319401	208414240																						0	0	0	0	0						0																							0.5
319478	319478	208417607																						0	0	0	0	0						0																							0.4
319481	319481	208417709																						0	0	0	0	0						0																							0
319505	319505	208418681																						0	0	0	0	0						0																							0
319766	319766	208446672																						0	0	0	0	0						0																							0.3
319779	319779	208446700																						0	0	0	0	0						0																							0
319792	319792	208446721																						0	0	0	0	0						0																							0.8
319793	319793	208446722																						0	0	0	0	0						0																							0.5
319794	319794	208446723																						0	0	0	0	0						0																							0.2
319797	319797	208446730																						0	0	0	0	0						0																							0
319805	319805	208446741																						0	0	0	0	0						0																							0
319809	319809	208446750																						0	0	0	0	0						0																							0
319828	319828	208446780																						0	0	0	0	0						0																							0.4
319830	319830	208446785																						0	0	0	0	0						0																							0.3
319867	319867	208446870																						0	0	0	0	0						0																							0.2
319875	319875	208446881																						0	0	0	0	0						0																							0
319879	319879	208446886																						0	0	0	0	0						0																							0
319880	319880	208446887																						0	0	0	0	0						0																							0.5
319881	319881	208446888																						0	0	0	0	0						0																							0
319885	319885	208446894																						0	0	0	0	0						0																							0
319892	319892	208446905																						0	0	0	0	0						0																							0
319904	319904	208446926																						0	0	0	0	0						0																							0.5
319911	319911	208446936																						0	0	0	0	0						0																							0
319932	319932	208446976																						0	0	0	0	0						0																							0.1
319946	319946	208446995																						0	0	0	0	0						0																							0
319958	319958	208447019																						0	0	0	0	0						0																							0.6
319965	319965	208447030																						0	0	0	0	0						0																							0
319970	319970	208447036																						0	0	0	0	0						0																							0
319976	319976	208447046																						0	0	0	0	0						0																							0
319982	319982	208447059																						0	0	0	0	0						0																							0.3
319990	319990	208447086																						0	0	0	0	0						0																							0
319993	319993	208447091																						0	0	0	0	0						0																							0
319996	319996	208447095																						0	0	0	0	0						0																							0.4
319997	319997	208447096																						0	0	0	0	0						0																							0.9
320003	320003	208447106																						0	0	0	0	0						0																							0
320006	320006	208447111																						0	0	0	0	0						0																							0
320018	320018	208447129																						0	0	0	0	0						0																							0
320022	320022	208447139																						0	0	0	0	0						0																							0.5
320023	320023	208447142																						0	0	0	0	0						0																							0
320026	320026	208447147																						0	0	0	0	0						0																							0.5
320027	320027	208447150																						0	0	0	0	0						0																							0
320031	320031	208447155																						0	0	0	0	0						0																							0
320032	320032	208447157																						0	0	0	0	0						0																							0
320033	320033	208447165																						0	0	0	0	0						0																							0.8
320039	320039	208447173																						0	0	0	0	0						0																							0
320040	320040	208447175																						0	0	0	0	0						0																							0
320045	320045	208447195																						0	0	0	0	0						0																							0.3
320046	320046	208447200																						0	0	0	0	0						0																							0.2
320052	320052	208447210																						0	0	0	0	0						0																							0
320081	320081	208447259																						0	0	0	0	0						0																							0
320082	320082	208447262																						0	0	0	0	0						0																							0.7
320083	320083	208447263																						0	0	0	0	0						0																							0
320084	320084	208447265																						0	0	0	0	0						0																							0
320085	320085	208447266																						0	0	0	0	0						0																							0
320107	320107	208447301																						0	0	0	0	0						0																							0
320109	320109	208447306																						0	0	0	0	0						0																							0
320110	320110	208447308																						0	0	0	0	0						0																							0.3
320113	320113	208447317																						0	0	0	0	0						0																							0
320115	320115	208447324																						0	0	0	0	0						0																							0
320117	320117	208447326																						0	0	0	0	0						0																							0
320121	320121	208447332																						0	0	0	0	0						0																							0.1
320128	320128	208447351																						0	0	0	0	0						0																							0
320131	320131	208447354																						0	0	0	0	0						0																							0
320132	320132	208447355																						0	0	0	0	0						0																							0.2
320138	320138	208447367																						0	0	0	0	0						0																							0
320145	320145	208447381																						0	0	0	0	0						0																							0.9
320147	320147	208447387																						0	0	0	0	0						0																							0.1
320148	320148	208447388																						0	0	0	0	0						0																							0.9
320183	320183	208447450																						0	0	0	0	0						0																							0.3
320186	320186	208447455																						0	0	0	0	0						0																							0
320189	320189	208447459																						0	0	0	0	0						0																							0
320190	320190	208447461																						0	0	0	0	0						0																							0
320192	320192	208447466																						0	0	0	0	0						0																							0.6
320197	320197	208447477																						0	0	0	0	0						0																							0
320199	320199	208447482																						0	0	0	0	0						0																							0
320201	320201	208447485																						0	0	0	0	0						0																							0.4
320207	320207	208447502																						0	0	0	0	0						0																							0.6
320208	320208	208447503																						0	0	0	0	0						0																							0.7
320209	320209	208447505																						0	0	0	0	0						0																							0.5
320213	320213	208447519																						0	0	0	0	0						0																							0.7
320214	320214	208447520																						0	0	0	0	0						0																							0.8
320215	320215	208447522																						0	0	0	0	0						0																							0.9
320220	320220	208447537																						0	0	0	0	0						0																							0
320221	320221	208447538																						0	0	0	0	0						0																							0.2
320224	320224	208447548																						0	0	0	0	0						0																							0
320225	320225	208447549																						0	0	0	0	0						0																							0.1
320227	320227	208447560																						0	0	0	0	0						0																							0.2
320230	320230	208447565																						0	0	0	0	0						0																							0.3
320232	320232	208447573																						0	0	0	0	0						0																							0.3
320233	320233	208447574																						0	0	0	0	0						0																							0.3
320236	320236	208447579																						0	0	0	0	0						0																							0.6
320237	320237	208447580																						0	0	0	0	0						0																							0.3
320239	320239	208447583																						0	0	0	0	0						0																							0.3
320242	320242	208447588																						0	0	0	0	0						0																							0.3
320246	320246	208447596																						0	0	0	0	0						0																							0.6
320249	320249	208447600																						0	0	0	0	0						0																							0
320250	320250	208447602																						0	0	0	0	0						0																							0.3
320252	320252	208447607																						0	0	0	0	0						0																							0
320270	320270	208447654																						0	0	0	0	0						0																							0.1
320271	320271	208447655																						0	0	0	0	0						0																							0.6
320272	320272	208447656																						0	0	0	0	0						0																							0.5
320276	320276	208447670																						0	0	0	0	0						0																							0.5
320277	320277	208447671																						0	0	0	0	0						0																							0.2
320278	320278	208447673																						0	0	0	0	0						0																							0
320279	320279	208447674																						0	0	0	0	0						0																							0
320280	320280	208447676																						0	0	0	0	0						0																							0.7
320281	320281	208447678																						0	0	0	0	0						0																							0.5
320288	320288	208447694																						0	0	0	0	0						0																							0.3
320289	320289	208447695																						0	0	0	0	0						0																							0.2
320292	320292	208447700																						0	0	0	0	0						0																							0.3
320297	320297	208447708																						0	0	0	0	0						0																							0.8
320298	320298	208447709																						0	0	0	0	0						0																							0
320299	320299	208447714																						0	0	0	0	0						0																							0.1
320300	320300	208447715																						0	0	0	0	0						0																							0.2
320312	320312	208447746																						0	0	0	0	0						0																							0
320313	320313	208447750																						0	0	0	0	0						0																							0
320314	320314	208447754																						0	0	0	0	0						0																							0
320338	320338	208447802																						0	0	0	0	0						0																							0.4
320339	320339	208447803																						0	0	0	0	0						0																							0.3
320351	320351	208447836																						0	0	0	0	0						0																							0.2
320356	320356	208447851																						0	0	0	0	0						0																							0.3
320357	320357	208447852																						0	0	0	0	0						0																							0
320371	320371	208447894																						0	0	0	0	0						0																							0.2
320373	320373	208447897																						0	0	0	0	0						0																							0.3
320375	320375	208447901																						0	0	0	0	0						0																							0
320377	320377	208447904																						0	0	0	0	0						0																							0
320394	320394	208447937																						0	0	0	0	0						0																							0
320395	320395	208447938																						0	0	0	0	0						0																							0.4
320402	320402	208447948																						0	0	0	0	0						0																							0.9
320417	320417	208447982																						0	0	0	0	0						0																							0.3
320425	320425	208447995																						0	0	0	0	0						0																							0.5
320429	320429	208448013																						0	0	0	0	0						0																							0.5
320431	320431	208448018																						0	0	0	0	0						0																							0
320432	320432	208448019																						0	0	0	0	0						0																							0.9
320434	320434	208448025																						0	0	0	0	0						0																							0.3
320437	320437	208448035																						0	0	0	0	0						0																							0.5
320442	320442	208448047																						0	0	0	0	0						0																							0.6
320447	320447	208448053																						0	0	0	0	0						0																							0.6
320453	320453	208448059																						0	0	0	0	0						0																							0.3
320455	320455	208448068																						0	0	0	0	0						0																							1
320456	320456	208448070																						0	0	0	0	0						0																							0.1
320460	320460	208448080																						0	0	0	0	0						0																							0.5
320462	320462	208448084																						0	0	0	0	0						0																							0.8
320465	320465	208448090																						0	0	0	0	0						0																							0.1
320470	320470	208448100																						0	0	0	0	0						0																							0.6
320471	320471	208448104																						0	0	0	0	0						0																							0.6
320473	320473	208448111																						0	0	0	0	0						0																							0.6
320491	320491	208448165																						0	0	0	0	0						0																							0.3
320500	320500	208448183																						0	0	0	0	0						0																							0.5
320505	320505	208448197																						0	0	0	0	0						0																							0
320506	320506	208448199																						0	0	0	0	0						0																							0.4
320510	320510	208448209																						0	0	0	0	0						0																							0.3
320513	320513	208448213																						0	0	0	0	0						0																							0.8
320514	320514	208448214																						0	0	0	0	0						0																							0.1
320517	320517	208448219																						0	0	0	0	0						0																							0
320521	320521	208448226																						0	0	0	0	0						0																							0
320523	320523	208448230																						0	0	0	0	0						0																							0.3
320526	320526	208448243																						0	0	0	0	0						0																							0.3
320530	320530	208448252																						0	0	0	0	0						0																							0
320533	320533	208448258																						0	0	0	0	0						0																							0.6
320545	320545	208448293																						0	0	0	0	0						0																							0.6
320549	320549	208448299																						0	0	0	0	0						0																							0
320570	320570	208448334																						0	0	0	0	0						0																							0
320578	320578	208448345																						0	0	0	0	0						0																							0.2
320579	320579	208448346																						0	0	0	0	0						0																							0.6
320592	320592	208448361																						0	0	0	0	0						0																							0.7
320597	320597	208448367																						0	0	0	0	0						0																							0.6
320600	320600	208448371																						0	0	0	0	0						0																							0.5
320604	320604	208448377																						0	0	0	0	0						0																							0.5
320609	320609	208448384																						0	0	0	0	0						0																							0.1
320620	320620	208448404																						0	0	0	0	0						0																							0
320622	320622	208448406																						0	0	0	0	0						0																							0.3
320624	320624	208448413																						0	0	0	0	0						0																							0.5
320629	320629	208448428																						0	0	0	0	0						0																							0.3
320635	320635	208448442																						0	0	0	0	0						0																							0.3
320648	320648	208448468																						0	0	0	0	0						0																							0.6
320660	320660	208448489																						0	0	0	0	0						0																							0.3
320685	320685	208448530																						0	0	0	0	0						0																							0.9
320686	320686	208448531																						0	0	0	0	0						0																							0
320687	320687	208448532																						0	0	0	0	0						0																							0
320688	320688	208448533																						0	0	0	0	0						0																							0
320689	320689	208448534																						0	0	0	0	0						0																							0
320690	320690	208448535																						0	0	0	0	0						0																							0
320691	320691	208448537																						0	0	0	0	0						0																							0
320697	320697	208448547																						0	0	0	0	0						0																							0
320708	320708	208448575																						0	0	0	0	0						0																							0
320712	320712	208448579																						0	0	0	0	0						0																							0
320727	320727	208448597																						0	0	0	0	0						0																							0.2
320751	320751	208448636																						0	0	0	0	0						0																							0.3
320757	320757	208448647																						0	0	0	0	0						0																							0
320760	320760	208448656																						0	0	0	0	0						0																							0
320761	320761	208448658																						0	0	0	0	0						0																							0
320762	320762	208448659																						0	0	0	0	0						0																							0
320771	320771	208448670																						0	0	0	0	0						0																							0.6
320772	320772	208448671																						0	0	0	0	0						0																							0
320774	320774	208448678																						0	0	0	0	0						0																							0.6
320782	320782	208448692																						0	0	0	0	0						0																							0.7
320789	320789	208448707																						0	0	0	0	0						0																							0.3
320791	320791	208448712																						0	0	0	0	0						0																							0
320794	320794	208448715																						0	0	0	0	0						0																							0
320801	320801	208448723																						0	0	0	0	0						0																							0
320806	320806	208448730																						0	0	0	0	0						0																							0.6
320809	320809	208448736																						0	0	0	0	0						0																							0.8
320819	320819	208448749																						0	0	0	0	0						0																							0.3
320820	320820	208448750																						0	0	0	0	0						0																							0.6
320821	320821	208448751																						0	0	0	0	0						0																							0
320828	320828	208448766																						0	0	0	0	0						0																							0.4
320839	320839	208448783																						0	0	0	0	0						0																							0
320841	320841	208448785																						0	0	0	0	0						0																							0.1
320845	320845	208448789																						0	0	0	0	0						0																							0
320848	320848	208448794																						0	0	0	0	0						0																							0.3
320853	320853	208448800																						0	0	0	0	0						0																							0
320857	320857	208448805																						0	0	0	0	0						0																							0
